"","id","county_name","state_name","population"
"329","18005","Bartholomew","Indiana",10
"330","18011","Boone","Indiana",3
"331","18013","Brown","Indiana",1
"332","18015","Carroll","Indiana",1
"333","18019","Clark","Indiana",1
"334","18021","Clay","Indiana",1
"335","18027","Daviess","Indiana",1
"336","18033","DeKalb","Indiana",1
"337","18037","Dubois","Indiana",1
"338","18039","Elkhart","Indiana",3
"339","18045","Fountain","Indiana",1
"340","18051","Gibson","Indiana",1
"341","18053","Grant","Indiana",1
"342","18057","Hamilton","Indiana",22
"343","18059","Hancock","Indiana",1
"344","18061","Harrison","Indiana",1
"345","18063","Hendricks","Indiana",10
"346","18065","Henry","Indiana",1
"347","18067","Howard","Indiana",2
"348","18073","Jasper","Indiana",2
"349","18075","Jay","Indiana",1
"350","18077","Jefferson","Indiana",1
"351","18079","Jennings","Indiana",1
"352","18081","Johnson","Indiana",8
"353","18083","Knox","Indiana",1
"354","18085","Kosciusko","Indiana",2
"355","18089","Lake","Indiana",27
"356","18091","LaPorte","Indiana",3
"357","18095","Madison","Indiana",3
"358","18097","Marion","Indiana",45
"359","18099","Marshall","Indiana",2
"360","18103","Miami","Indiana",1
"361","18105","Monroe","Indiana",4
"362","18107","Montgomery","Indiana",3
"363","18109","Morgan","Indiana",1
"364","18111","Newton","Indiana",1
"365","18115","Ohio","Indiana",1
"366","18127","Porter","Indiana",6
"367","18129","Posey","Indiana",3
"368","18131","Pulaski","Indiana",1
"369","18133","Putnam","Indiana",3
"370","18141","St. Joseph","Indiana",11
"371","18145","Shelby","Indiana",1
"372","18149","Starke","Indiana",1
"373","18155","Switzerland","Indiana",1
"374","18157","Tippecanoe","Indiana",11
"375","18163","Vanderburgh","Indiana",3
"376","18165","Vermillion","Indiana",2
"377","18167","Vigo","Indiana",5
"378","18171","Warren","Indiana",6
"379","18173","Warrick","Indiana",3
"380","18177","Wayne","Indiana",2
"381","18179","Wells","Indiana",1
"382","19011","Benton","Iowa",3
"383","19013","Black Hawk","Iowa",2
"384","19019","Buchanan","Iowa",1
"385","19027","Carroll","Iowa",1
"386","19031","Cedar","Iowa",1
"387","19033","Cerro Gordo","Iowa",2
"388","19035","Cherokee","Iowa",5
"389","19041","Clay","Iowa",2
"390","19049","Dallas","Iowa",21
"391","19055","Delaware","Iowa",1
"392","19057","Des Moines","Iowa",1
"393","19059","Dickinson","Iowa",1
"394","19061","Dubuque","Iowa",3
"395","19067","Floyd","Iowa",1
"396","19069","Franklin","Iowa",1
"397","19075","Grundy","Iowa",2
"398","19077","Guthrie","Iowa",3
"399","19079","Hamilton","Iowa",1
"400","19083","Hardin","Iowa",5
"401","19085","Harrison","Iowa",1
"402","19093","Ida","Iowa",6
"403","19095","Iowa","Iowa",4
"404","19097","Jackson","Iowa",1
"405","19099","Jasper","Iowa",1
"406","19101","Jefferson","Iowa",3
"407","19103","Johnson","Iowa",19
"408","19105","Jones","Iowa",2
"409","19109","Kossuth","Iowa",3
"410","19111","Lee","Iowa",1
"411","19113","Linn","Iowa",6
"412","19121","Madison","Iowa",1
"413","19123","Mahaska","Iowa",2
"414","19127","Marshall","Iowa",4
"415","19133","Monona","Iowa",29
"416","19139","Muscatine","Iowa",3
"417","19141","O'Brien","Iowa",5
"418","19143","Osceola","Iowa",1
"419","19145","Page","Iowa",1
"420","19147","Palo Alto","Iowa",1
"421","19149","Plymouth","Iowa",28
"422","19153","Polk","Iowa",29
"423","19155","Pottawattamie","Iowa",2
"424","19157","Poweshiek","Iowa",2
"425","19161","Sac","Iowa",1
"426","19163","Scott","Iowa",4
"427","19167","Sioux","Iowa",7
"428","19169","Story","Iowa",11
"429","19171","Tama","Iowa",2
"430","19181","Warren","Iowa",12
"431","19183","Washington","Iowa",2
"432","19185","Wayne","Iowa",13
"433","19189","Winnebago","Iowa",1
"434","19193","Woodbury","Iowa",16
"435","20015","Butler","Kansas",1
"436","20045","Douglas","Kansas",1
"437","20057","Ford","Kansas",1
"438","20061","Geary","Kansas",1
"439","20065","Graham","Kansas",1
"440","20073","Greenwood","Kansas",1
"441","20091","Johnson","Kansas",32
"442","20103","Leavenworth","Kansas",2
"443","20113","McPherson","Kansas",1
"444","20155","Reno","Kansas",2
"445","20161","Riley","Kansas",5
"446","20173","Sedgwick","Kansas",11
"447","20177","Shawnee","Kansas",1
"448","20181","Sherman","Kansas",1
"449","21007","Ballard","Kentucky",1
"450","21009","Barren","Kentucky",2
"451","21011","Bath","Kentucky",1
"452","21015","Boone","Kentucky",3
"453","21017","Bourbon","Kentucky",1
"454","21019","Boyd","Kentucky",11
"455","21029","Bullitt","Kentucky",4
"456","21035","Calloway","Kentucky",1
"457","21037","Campbell","Kentucky",8
"458","21041","Carroll","Kentucky",2
"459","21047","Christian","Kentucky",1
"460","21067","Fayette","Kentucky",5
"461","21071","Floyd","Kentucky",2
"462","21073","Franklin","Kentucky",1
"463","21089","Greenup","Kentucky",1
"464","21095","Harlan","Kentucky",3
"465","21097","Harrison","Kentucky",1
"466","21103","Henry","Kentucky",37
"467","21107","Hopkins","Kentucky",1
"468","21111","Jefferson","Kentucky",15
"469","21113","Jessamine","Kentucky",1
"470","21117","Kenton","Kentucky",2
"471","21131","Leslie","Kentucky",1
"472","21139","Livingston","Kentucky",1
"473","21145","McCracken","Kentucky",1
"474","21151","Madison","Kentucky",2
"475","21155","Marion","Kentucky",26
"476","21159","Martin","Kentucky",1
"477","21179","Nelson","Kentucky",22
"478","21181","Nicholas","Kentucky",1
"479","21185","Oldham","Kentucky",17
"480","21189","Owsley","Kentucky",1
"481","21191","Pendleton","Kentucky",1
"482","21195","Pike","Kentucky",1
"483","21199","Pulaski","Kentucky",2
"484","21203","Rockcastle","Kentucky",2
"485","21211","Shelby","Kentucky",13
"486","21215","Spencer","Kentucky",1
"487","21223","Trimble","Kentucky",31
"488","21227","Warren","Kentucky",1
"489","21229","Washington","Kentucky",5
"490","21233","Webster","Kentucky",1
"491","22005","Ascension","Louisiana",1
"492","22013","Bienville","Louisiana",7
"493","22015","Bossier","Louisiana",28
"494","22017","Caddo","Louisiana",17
"495","22027","Claiborne","Louisiana",4
"496","22029","Concordia","Louisiana",1
"497","22033","East Baton Rouge","Louisiana",9
"498","22045","Iberia","Louisiana",1
"499","22051","Jefferson","Louisiana",56
"500","22055","Lafayette","Louisiana",2
"501","22061","Lincoln","Louisiana",1
"502","22065","Madison","Louisiana",1
"503","22067","Morehouse","Louisiana",3
"504","22069","Natchitoches","Louisiana",6
"505","22071","Orleans","Louisiana",3
"506","22073","Ouachita","Louisiana",2
"507","22077","Pointe Coupee","Louisiana",3
"508","22081","Red River","Louisiana",2
"509","22089","St. Charles","Louisiana",2
"510","22103","St. Tammany","Louisiana",3
"511","22109","Terrebonne","Louisiana",1
"512","22111","Union","Louisiana",2
"513","22117","Washington","Louisiana",1
"514","22119","Webster","Louisiana",2
"515","23001","Androscoggin","Maine",2
"516","23005","Cumberland","Maine",9
"517","23007","Franklin","Maine",2
"518","23009","Hancock","Maine",5
"519","23011","Kennebec","Maine",2
"520","23015","Lincoln","Maine",2
"521","23019","Penobscot","Maine",4
"522","23027","Waldo","Maine",1
"523","23029","Washington","Maine",4
"524","23031","York","Maine",4
"525","24001","Allegany","Maryland",38
"526","24003","Anne Arundel","Maryland",25
"527","24005","Baltimore","Maryland",14
"528","24013","Carroll","Maryland",3
"529","24015","Cecil","Maryland",1
"530","24017","Charles","Maryland",3
"531","24019","Dorchester","Maryland",1
"532","24021","Frederick","Maryland",12
"533","24023","Garrett","Maryland",13
"534","24025","Harford","Maryland",48
"535","24027","Howard","Maryland",32
"536","24031","Montgomery","Maryland",76
"537","24033","Prince George's","Maryland",13
"538","24035","Queen Anne's","Maryland",1
"539","24037","St. Mary's","Maryland",3
"540","24041","Talbot","Maryland",2
"541","24043","Washington","Maryland",1
"542","24045","Wicomico","Maryland",3
"543","24047","Worcester","Maryland",1
"544","24510","Baltimore","Maryland",19
"545","25001","Barnstable","Massachusetts",2
"546","25003","Berkshire","Massachusetts",1
"547","25005","Bristol","Massachusetts",7
"548","25009","Essex","Massachusetts",21
"549","25011","Franklin","Massachusetts",4
"550","25013","Hampden","Massachusetts",15
"551","25015","Hampshire","Massachusetts",16
"552","25017","Middlesex","Massachusetts",138
"553","25021","Norfolk","Massachusetts",21
"554","25023","Plymouth","Massachusetts",2
"555","25025","Suffolk","Massachusetts",19
"556","25027","Worcester","Massachusetts",20
"557","26001","Alcona","Michigan",1
"558","26005","Allegan","Michigan",5
"559","26007","Alpena","Michigan",2
"560","26009","Antrim","Michigan",1
"561","26015","Barry","Michigan",1
"562","26017","Bay","Michigan",1
"563","26021","Berrien","Michigan",11
"564","26025","Calhoun","Michigan",2
"565","26027","Cass","Michigan",1
"566","26029","Charlevoix","Michigan",1
"567","26037","Clinton","Michigan",3
"568","26043","Dickinson","Michigan",1
"569","26045","Eaton","Michigan",4
"570","26047","Emmet","Michigan",1
"571","26049","Genesee","Michigan",5
"572","26055","Grand Traverse","Michigan",3
"573","26057","Gratiot","Michigan",2
"574","26061","Houghton","Michigan",2
"575","26065","Ingham","Michigan",18
"576","26073","Isabella","Michigan",1
"577","26075","Jackson","Michigan",1
"578","26077","Kalamazoo","Michigan",13
"579","26081","Kent","Michigan",27
"580","26087","Lapeer","Michigan",2
"581","26091","Lenawee","Michigan",1
"582","26093","Livingston","Michigan",4
"583","26099","Macomb","Michigan",14
"584","26103","Marquette","Michigan",2
"585","26105","Mason","Michigan",1
"586","26109","Menominee","Michigan",1
"587","26111","Midland","Michigan",7
"588","26115","Monroe","Michigan",1
"589","26123","Newaygo","Michigan",1
"590","26125","Oakland","Michigan",100
"591","26127","Oceana","Michigan",1
"592","26129","Ogemaw","Michigan",1
"593","26139","Ottawa","Michigan",9
"594","26141","Presque Isle","Michigan",2
"595","26145","Saginaw","Michigan",4
"596","26147","St. Clair","Michigan",4
"597","26149","St. Joseph","Michigan",1
"598","26151","Sanilac","Michigan",1
"599","26155","Shiawassee","Michigan",2
"600","26157","Tuscola","Michigan",1
"601","26159","Van Buren","Michigan",1
"602","26161","Washtenaw","Michigan",29
"603","26163","Wayne","Michigan",46
"604","26165","Wexford","Michigan",1
"605","27001","Aitkin","Minnesota",2
"606","27003","Anoka","Minnesota",8
"607","27007","Beltrami","Minnesota",1
"608","27009","Benton","Minnesota",1
"609","27011","Big Stone","Minnesota",1
"610","27013","Blue Earth","Minnesota",26
"611","27015","Brown","Minnesota",1
"612","27019","Carver","Minnesota",4
"613","27025","Chisago","Minnesota",4
"614","27033","Cottonwood","Minnesota",1
"615","27037","Dakota","Minnesota",12
"616","27047","Freeborn","Minnesota",38
"617","27049","Goodhue","Minnesota",2
"618","27053","Hennepin","Minnesota",66
"619","27055","Houston","Minnesota",1
"620","27063","Jackson","Minnesota",1
"621","27075","Lake","Minnesota",1
"622","27079","Le Sueur","Minnesota",1
"623","27087","Mahnomen","Minnesota",2
"624","27091","Martin","Minnesota",1
"625","27095","Mille Lacs","Minnesota",1
"626","27101","Murray","Minnesota",1
"627","27103","Nicollet","Minnesota",16
"628","27109","Olmsted","Minnesota",6
"629","27111","Otter Tail","Minnesota",1
"630","27123","Ramsey","Minnesota",27
"631","27127","Redwood","Minnesota",1
"632","27129","Renville","Minnesota",1
"633","27131","Rice","Minnesota",5
"634","27137","St. Louis","Minnesota",3
"635","27139","Scott","Minnesota",5
"636","27141","Sherburne","Minnesota",1
"637","27145","Stearns","Minnesota",2
"638","27157","Wabasha","Minnesota",1
"639","27163","Washington","Minnesota",16
"640","27165","Watonwan","Minnesota",2
"641","27171","Wright","Minnesota",3
"642","28033","DeSoto","Mississippi",1
"643","28049","Hinds","Mississippi",4
"644","28073","Lamar","Mississippi",2
"645","28075","Lauderdale","Mississippi",1
"646","28083","Leflore","Mississippi",1
"647","28089","Madison","Mississippi",6
"648","28149","Warren","Mississippi",1
"649","28161","Yalobusha","Mississippi",1
"650","29001","Adair","Missouri",2
"651","29007","Audrain","Missouri",1
"652","29009","Barry","Missouri",1
"653","29019","Boone","Missouri",15
"654","29021","Buchanan","Missouri",2
"655","29023","Butler","Missouri",1
"656","29027","Callaway","Missouri",2
"657","29029","Camden","Missouri",2
"658","29031","Cape Girardeau","Missouri",5
"659","29043","Christian","Missouri",1
"660","29045","Clark","Missouri",1
"661","29047","Clay","Missouri",4
"662","29051","Cole","Missouri",1
"663","29065","Dent","Missouri",1
"664","29071","Franklin","Missouri",2
"665","29073","Gasconade","Missouri",1
"666","29077","Greene","Missouri",10
"667","29081","Harrison","Missouri",1
"668","29095","Jackson","Missouri",22
"669","29097","Jasper","Missouri",1
"670","29099","Jefferson","Missouri",5
"671","29111","Lewis","Missouri",2
"672","29129","Mercer","Missouri",1
"673","29131","Miller","Missouri",2
"674","29141","Morgan","Missouri",1
"675","29143","New Madrid","Missouri",1
"676","29147","Nodaway","Missouri",2
"677","29151","Osage","Missouri",1
"678","29161","Phelps","Missouri",1
"679","29165","Platte","Missouri",4
"680","29169","Pulaski","Missouri",1
"681","29183","St. Charles","Missouri",25
"682","29186","Ste. Genevieve","Missouri",2
"683","29187","St. Francois","Missouri",1
"684","29189","St. Louis","Missouri",118
"685","29201","Scott","Missouri",3
"686","29209","Stone","Missouri",1
"687","29213","Taney","Missouri",1
"688","29219","Warren","Missouri",2
"689","29510","St. Louis","Missouri",16
"690","30009","Carbon","Montana",1
"691","30013","Cascade","Montana",1
"692","30031","Gallatin","Montana",4
"693","30063","Missoula","Montana",2
"694","30077","Powell","Montana",1
"695","30091","Sheridan","Montana",1
"696","30107","Wheatland","Montana",1
"697","30111","Yellowstone","Montana",1
"698","31001","Adams","Nebraska",1
"699","31011","Boone","Nebraska",1
"700","31053","Dodge","Nebraska",2
"701","31055","Douglas","Nebraska",26
"702","31059","Fillmore","Nebraska",1
"703","31079","Hall","Nebraska",1
"704","31091","Hooker","Nebraska",1
"705","31109","Lancaster","Nebraska",7
"706","31121","Merrick","Nebraska",1
"707","31127","Nemaha","Nebraska",1
"708","31131","Otoe","Nebraska",1
"709","31133","Pawnee","Nebraska",1
"710","31153","Sarpy","Nebraska",6
"711","31155","Saunders","Nebraska",3
"712","31163","Sherman","Nebraska",1
"713","32001","Churchill","Nevada",1
"714","32003","Clark","Nevada",23
"715","32031","Washoe","Nevada",5
"716","33003","Carroll","New Hampshire",1
"717","33009","Grafton","New Hampshire",4
"718","33011","Hillsborough","New Hampshire",13
"719","33013","Merrimack","New Hampshire",1
"720","33015","Rockingham","New Hampshire",8
"721","33017","Strafford","New Hampshire",1
"722","33019","Sullivan","New Hampshire",2
"723","34001","Atlantic","New Jersey",3
"724","34003","Bergen","New Jersey",68
"725","34005","Burlington","New Jersey",12
"726","34007","Camden","New Jersey",14
"727","34009","Cape May","New Jersey",1
"728","34011","Cumberland","New Jersey",1
"729","34013","Essex","New Jersey",41
"730","34015","Gloucester","New Jersey",7
"731","34017","Hudson","New Jersey",30
"732","34019","Hunterdon","New Jersey",6
"733","34021","Mercer","New Jersey",70
"734","34023","Middlesex","New Jersey",123
"735","34025","Monmouth","New Jersey",40
"736","34027","Morris","New Jersey",54
"737","34029","Ocean","New Jersey",4
"738","34031","Passaic","New Jersey",10
"739","34033","Salem","New Jersey",1
"740","34035","Somerset","New Jersey",60
"741","34037","Sussex","New Jersey",3
"742","34039","Union","New Jersey",17
"743","34041","Warren","New Jersey",3
"744","35001","Bernalillo","New Mexico",23
"745","35013","Doña Ana","New Mexico",2
"746","35015","Eddy","New Mexico",1
"747","35023","Hidalgo","New Mexico",1
"748","35025","Lea","New Mexico",1
"749","35029","Luna","New Mexico",1
"750","35039","Rio Arriba","New Mexico",1
"751","35043","Sandoval","New Mexico",3
"752","35045","San Juan","New Mexico",1
"753","35055","Taos","New Mexico",1
"754","36001","Albany","New York",16
"755","36005","Bronx","New York",13
"756","36007","Broome","New York",5
"757","36009","Cattaraugus","New York",1
"758","36011","Cayuga","New York",2
"759","36013","Chautauqua","New York",3
"760","36015","Chemung","New York",3
"761","36017","Chenango","New York",4
"762","36019","Clinton","New York",3
"763","36021","Columbia","New York",3
"764","36025","Delaware","New York",2
"765","36027","Dutchess","New York",7
