"","county_fips","county_name","state_name","state_id","population","id"
"535","13291","Union","Georgia","GA",0,"13291"
"536","13293","Upson","Georgia","GA",0,"13293"
"537","13295","Walker","Georgia","GA",0,"13295"
"538","13297","Walton","Georgia","GA",5,"13297"
"539","13299","Ware","Georgia","GA",14,"13299"
"540","13301","Warren","Georgia","GA",0,"13301"
"541","13303","Washington","Georgia","GA",0,"13303"
"542","13305","Wayne","Georgia","GA",2,"13305"
"543","13307","Webster","Georgia","GA",0,"13307"
"544","13309","Wheeler","Georgia","GA",0,"13309"
"545","13311","White","Georgia","GA",0,"13311"
"546","13313","Whitfield","Georgia","GA",0,"13313"
"547","13315","Wilcox","Georgia","GA",55,"13315"
"548","13317","Wilkes","Georgia","GA",0,"13317"
"549","13319","Wilkinson","Georgia","GA",11,"13319"
"550","13321","Worth","Georgia","GA",0,"13321"
"551","66010","Guam","Guam","GU",3,"66010"
"552","15001","Hawaii","Hawaii","HI",1,"15001"
"553","15003","Honolulu","Hawaii","HI",24,"15003"
"554","15005","Kalawao","Hawaii","HI",0,"15005"
"555","15007","Kauai","Hawaii","HI",1,"15007"
"556","15009","Maui","Hawaii","HI",0,"15009"
"557","16001","Ada","Idaho","ID",10,"16001"
"558","16003","Adams","Idaho","ID",0,"16003"
"559","16005","Bannock","Idaho","ID",1,"16005"
"560","16007","Bear Lake","Idaho","ID",0,"16007"
"561","16009","Benewah","Idaho","ID",0,"16009"
"562","16011","Bingham","Idaho","ID",0,"16011"
"563","16013","Blaine","Idaho","ID",0,"16013"
"564","16015","Boise","Idaho","ID",0,"16015"
"565","16017","Bonner","Idaho","ID",0,"16017"
"566","16019","Bonneville","Idaho","ID",2,"16019"
"567","16021","Boundary","Idaho","ID",1,"16021"
"568","16023","Butte","Idaho","ID",0,"16023"
"569","16025","Camas","Idaho","ID",0,"16025"
"570","16027","Canyon","Idaho","ID",1,"16027"
"571","16029","Caribou","Idaho","ID",0,"16029"
"572","16031","Cassia","Idaho","ID",1,"16031"
"573","16033","Clark","Idaho","ID",0,"16033"
"574","16035","Clearwater","Idaho","ID",2,"16035"
"575","16037","Custer","Idaho","ID",0,"16037"
"576","16039","Elmore","Idaho","ID",4,"16039"
"577","16041","Franklin","Idaho","ID",0,"16041"
"578","16043","Fremont","Idaho","ID",0,"16043"
"579","16045","Gem","Idaho","ID",0,"16045"
"580","16047","Gooding","Idaho","ID",0,"16047"
"581","16049","Idaho","Idaho","ID",0,"16049"
"582","16051","Jefferson","Idaho","ID",1,"16051"
"583","16053","Jerome","Idaho","ID",1,"16053"
"584","16055","Kootenai","Idaho","ID",1,"16055"
"585","16057","Latah","Idaho","ID",0,"16057"
"586","16059","Lemhi","Idaho","ID",1,"16059"
"587","16061","Lewis","Idaho","ID",0,"16061"
"588","16063","Lincoln","Idaho","ID",0,"16063"
"589","16065","Madison","Idaho","ID",1,"16065"
"590","16067","Minidoka","Idaho","ID",0,"16067"
"591","16069","Nez Perce","Idaho","ID",0,"16069"
"592","16071","Oneida","Idaho","ID",0,"16071"
"593","16073","Owyhee","Idaho","ID",0,"16073"
"594","16075","Payette","Idaho","ID",0,"16075"
"595","16077","Power","Idaho","ID",0,"16077"
"596","16079","Shoshone","Idaho","ID",0,"16079"
"597","16081","Teton","Idaho","ID",0,"16081"
"598","16083","Twin Falls","Idaho","ID",1,"16083"
"599","16085","Valley","Idaho","ID",0,"16085"
"600","16087","Washington","Idaho","ID",0,"16087"
"601","17001","Adams","Illinois","IL",39,"17001"
"602","17003","Alexander","Illinois","IL",0,"17003"
"603","17005","Bond","Illinois","IL",14,"17005"
"604","17007","Boone","Illinois","IL",89,"17007"
"605","17009","Brown","Illinois","IL",3,"17009"
"606","17011","Bureau","Illinois","IL",50,"17011"
"607","17013","Calhoun","Illinois","IL",1,"17013"
"608","17015","Carroll","Illinois","IL",18,"17015"
"609","17017","Cass","Illinois","IL",16,"17017"
"610","17019","Champaign","Illinois","IL",6060,"17019"
"611","17021","Christian","Illinois","IL",29,"17021"
"612","17023","Clark","Illinois","IL",15,"17023"
"613","17025","Clay","Illinois","IL",9,"17025"
"614","17027","Clinton","Illinois","IL",29,"17027"
"615","17029","Coles","Illinois","IL",55,"17029"
"616","17031","Cook","Illinois","IL",13146,"17031"
"617","17033","Crawford","Illinois","IL",18,"17033"
"618","17035","Cumberland","Illinois","IL",20,"17035"
"619","17037","DeKalb","Illinois","IL",129,"17037"
"620","17039","De Witt","Illinois","IL",25,"17039"
"621","17041","Douglas","Illinois","IL",63,"17041"
"622","17043","DuPage","Illinois","IL",3706,"17043"
"623","17045","Edgar","Illinois","IL",16,"17045"
"624","17047","Edwards","Illinois","IL",2,"17047"
"625","17049","Effingham","Illinois","IL",79,"17049"
"626","17051","Fayette","Illinois","IL",10,"17051"
"627","17053","Ford","Illinois","IL",60,"17053"
"628","17055","Franklin","Illinois","IL",12,"17055"
"629","17057","Fulton","Illinois","IL",37,"17057"
"630","17059","Gallatin","Illinois","IL",4,"17059"
"631","17061","Greene","Illinois","IL",8,"17061"
"632","17063","Grundy","Illinois","IL",47,"17063"
"633","17065","Hamilton","Illinois","IL",2,"17065"
"634","17067","Hancock","Illinois","IL",17,"17067"
"635","17069","Hardin","Illinois","IL",1,"17069"
"636","17071","Henderson","Illinois","IL",3,"17071"
"637","17073","Henry","Illinois","IL",68,"17073"
"638","17075","Iroquois","Illinois","IL",65,"17075"
"639","17077","Jackson","Illinois","IL",60,"17077"
"640","17079","Jasper","Illinois","IL",14,"17079"
"641","17081","Jefferson","Illinois","IL",7,"17081"
"642","17083","Jersey","Illinois","IL",24,"17083"
"643","17085","Jo Daviess","Illinois","IL",20,"17085"
"644","17087","Johnson","Illinois","IL",8,"17087"
"645","17089","Kane","Illinois","IL",954,"17089"
"646","17091","Kankakee","Illinois","IL",124,"17091"
"647","17093","Kendall","Illinois","IL",191,"17093"
"648","17095","Knox","Illinois","IL",49,"17095"
"649","17097","Lake","Illinois","IL",2609,"17097"
"650","17099","LaSalle","Illinois","IL",157,"17099"
"651","17101","Lawrence","Illinois","IL",14,"17101"
"652","17103","Lee","Illinois","IL",40,"17103"
"653","17105","Livingston","Illinois","IL",36,"17105"
"654","17107","Logan","Illinois","IL",21,"17107"
"655","17109","McDonough","Illinois","IL",47,"17109"
"656","17111","McHenry","Illinois","IL",669,"17111"
"657","17113","McLean","Illinois","IL",469,"17113"
"658","17115","Macon","Illinois","IL",156,"17115"
"659","17117","Macoupin","Illinois","IL",34,"17117"
"660","17119","Madison","Illinois","IL",226,"17119"
"661","17121","Marion","Illinois","IL",20,"17121"
"662","17123","Marshall","Illinois","IL",7,"17123"
"663","17125","Mason","Illinois","IL",10,"17125"
"664","17127","Massac","Illinois","IL",6,"17127"
"665","17129","Menard","Illinois","IL",12,"17129"
"666","17131","Mercer","Illinois","IL",17,"17131"
"667","17133","Monroe","Illinois","IL",46,"17133"
"668","17135","Montgomery","Illinois","IL",26,"17135"
"669","17137","Morgan","Illinois","IL",34,"17137"
"670","17139","Moultrie","Illinois","IL",32,"17139"
"671","17141","Ogle","Illinois","IL",56,"17141"
"672","17143","Peoria","Illinois","IL",393,"17143"
"673","17145","Perry","Illinois","IL",12,"17145"
"674","17147","Piatt","Illinois","IL",86,"17147"
"675","17149","Pike","Illinois","IL",13,"17149"
"676","17151","Pope","Illinois","IL",2,"17151"
"677","17153","Pulaski","Illinois","IL",2,"17153"
"678","17155","Putnam","Illinois","IL",10,"17155"
"679","17157","Randolph","Illinois","IL",5,"17157"
"680","17159","Richland","Illinois","IL",22,"17159"
"681","17161","Rock Island","Illinois","IL",91,"17161"
"682","17163","St. Clair","Illinois","IL",228,"17163"
"683","17165","Saline","Illinois","IL",5,"17165"
"684","17167","Sangamon","Illinois","IL",336,"17167"
"685","17169","Schuyler","Illinois","IL",1,"17169"
"686","17171","Scott","Illinois","IL",9,"17171"
"687","17173","Shelby","Illinois","IL",14,"17173"
"688","17175","Stark","Illinois","IL",5,"17175"
"689","17177","Stephenson","Illinois","IL",31,"17177"
"690","17179","Tazewell","Illinois","IL",172,"17179"
"691","17181","Union","Illinois","IL",12,"17181"
"692","17183","Vermilion","Illinois","IL",115,"17183"
"693","17185","Wabash","Illinois","IL",7,"17185"
"694","17187","Warren","Illinois","IL",15,"17187"
"695","17189","Washington","Illinois","IL",17,"17189"
"696","17191","Wayne","Illinois","IL",12,"17191"
"697","17193","White","Illinois","IL",10,"17193"
"698","17195","Whiteside","Illinois","IL",58,"17195"
"699","17197","Will","Illinois","IL",1794,"17197"
"700","17199","Williamson","Illinois","IL",58,"17199"
"701","17201","Winnebago","Illinois","IL",211,"17201"
"702","17203","Woodford","Illinois","IL",59,"17203"
"703","18001","Adams","Indiana","IN",1,"18001"
"704","18003","Allen","Indiana","IN",9,"18003"
"705","18005","Bartholomew","Indiana","IN",6,"18005"
"706","18007","Benton","Indiana","IN",1,"18007"
"707","18009","Blackford","Indiana","IN",0,"18009"
"708","18011","Boone","Indiana","IN",6,"18011"
"709","18013","Brown","Indiana","IN",0,"18013"
"710","18015","Carroll","Indiana","IN",1,"18015"
"711","18017","Cass","Indiana","IN",3,"18017"
"712","18019","Clark","Indiana","IN",2,"18019"
"713","18021","Clay","Indiana","IN",1,"18021"
"714","18023","Clinton","Indiana","IN",1,"18023"
"715","18025","Crawford","Indiana","IN",0,"18025"
"716","18027","Daviess","Indiana","IN",0,"18027"
"717","18029","Dearborn","Indiana","IN",2,"18029"
"718","18031","Decatur","Indiana","IN",0,"18031"
"719","18033","DeKalb","Indiana","IN",1,"18033"
"720","18035","Delaware","Indiana","IN",1,"18035"
"721","18037","Dubois","Indiana","IN",0,"18037"
"722","18039","Elkhart","Indiana","IN",3,"18039"
"723","18041","Fayette","Indiana","IN",0,"18041"
"724","18043","Floyd","Indiana","IN",0,"18043"
"725","18045","Fountain","Indiana","IN",1,"18045"
"726","18047","Franklin","Indiana","IN",1,"18047"
"727","18049","Fulton","Indiana","IN",0,"18049"
"728","18051","Gibson","Indiana","IN",0,"18051"
"729","18053","Grant","Indiana","IN",1,"18053"
"730","18055","Greene","Indiana","IN",0,"18055"
"731","18057","Hamilton","Indiana","IN",32,"18057"
"732","18059","Hancock","Indiana","IN",2,"18059"
"733","18061","Harrison","Indiana","IN",0,"18061"
"734","18063","Hendricks","Indiana","IN",14,"18063"
"735","18065","Henry","Indiana","IN",1,"18065"
"736","18067","Howard","Indiana","IN",2,"18067"
"737","18069","Huntington","Indiana","IN",0,"18069"
"738","18071","Jackson","Indiana","IN",1,"18071"
"739","18073","Jasper","Indiana","IN",1,"18073"
"740","18075","Jay","Indiana","IN",1,"18075"
"741","18077","Jefferson","Indiana","IN",0,"18077"
"742","18079","Jennings","Indiana","IN",0,"18079"
"743","18081","Johnson","Indiana","IN",8,"18081"
"744","18083","Knox","Indiana","IN",0,"18083"
"745","18085","Kosciusko","Indiana","IN",1,"18085"
"746","18087","LaGrange","Indiana","IN",0,"18087"
"747","18089","Lake","Indiana","IN",33,"18089"
"748","18091","LaPorte","Indiana","IN",0,"18091"
"749","18093","Lawrence","Indiana","IN",1,"18093"
"750","18095","Madison","Indiana","IN",4,"18095"
"751","18097","Marion","Indiana","IN",57,"18097"
"752","18099","Marshall","Indiana","IN",1,"18099"
"753","18101","Martin","Indiana","IN",0,"18101"
"754","18103","Miami","Indiana","IN",0,"18103"
"755","18105","Monroe","Indiana","IN",11,"18105"
"756","18107","Montgomery","Indiana","IN",2,"18107"
"757","18109","Morgan","Indiana","IN",4,"18109"
"758","18111","Newton","Indiana","IN",0,"18111"
"759","18113","Noble","Indiana","IN",1,"18113"
"760","18115","Ohio","Indiana","IN",0,"18115"
"761","18117","Orange","Indiana","IN",1,"18117"
"762","18119","Owen","Indiana","IN",0,"18119"
"763","18121","Parke","Indiana","IN",1,"18121"
"764","18123","Perry","Indiana","IN",0,"18123"
"765","18125","Pike","Indiana","IN",0,"18125"
"766","18127","Porter","Indiana","IN",11,"18127"
"767","18129","Posey","Indiana","IN",1,"18129"
"768","18131","Pulaski","Indiana","IN",0,"18131"
"769","18133","Putnam","Indiana","IN",1,"18133"
"770","18135","Randolph","Indiana","IN",1,"18135"
"771","18137","Ripley","Indiana","IN",1,"18137"
"772","18139","Rush","Indiana","IN",1,"18139"
"773","18141","St. Joseph","Indiana","IN",17,"18141"
"774","18143","Scott","Indiana","IN",2,"18143"
"775","18145","Shelby","Indiana","IN",1,"18145"
"776","18147","Spencer","Indiana","IN",1,"18147"
"777","18149","Starke","Indiana","IN",0,"18149"
"778","18151","Steuben","Indiana","IN",1,"18151"
"779","18153","Sullivan","Indiana","IN",1,"18153"
"780","18155","Switzerland","Indiana","IN",1,"18155"
"781","18157","Tippecanoe","Indiana","IN",17,"18157"
"782","18159","Tipton","Indiana","IN",0,"18159"
"783","18161","Union","Indiana","IN",0,"18161"
"784","18163","Vanderburgh","Indiana","IN",7,"18163"
"785","18165","Vermillion","Indiana","IN",1,"18165"
"786","18167","Vigo","Indiana","IN",3,"18167"
"787","18169","Wabash","Indiana","IN",1,"18169"
"788","18171","Warren","Indiana","IN",1,"18171"
"789","18173","Warrick","Indiana","IN",6,"18173"
"790","18175","Washington","Indiana","IN",1,"18175"
"791","18177","Wayne","Indiana","IN",0,"18177"
"792","18179","Wells","Indiana","IN",1,"18179"
"793","18181","White","Indiana","IN",1,"18181"
"794","18183","Whitley","Indiana","IN",1,"18183"
"795","19001","Adair","Iowa","IA",1,"19001"
"796","19003","Adams","Iowa","IA",0,"19003"
"797","19005","Allamakee","Iowa","IA",0,"19005"
"798","19007","Appanoose","Iowa","IA",0,"19007"
"799","19009","Audubon","Iowa","IA",0,"19009"
"800","19011","Benton","Iowa","IA",2,"19011"
"801","19013","Black Hawk","Iowa","IA",3,"19013"
"802","19015","Boone","Iowa","IA",2,"19015"
"803","19017","Bremer","Iowa","IA",0,"19017"
"804","19019","Buchanan","Iowa","IA",1,"19019"
"805","19021","Buena Vista","Iowa","IA",0,"19021"
"806","19023","Butler","Iowa","IA",1,"19023"
"807","19025","Calhoun","Iowa","IA",1,"19025"
"808","19027","Carroll","Iowa","IA",1,"19027"
"809","19029","Cass","Iowa","IA",0,"19029"
"810","19031","Cedar","Iowa","IA",0,"19031"
"811","19033","Cerro Gordo","Iowa","IA",1,"19033"
"812","19035","Cherokee","Iowa","IA",10,"19035"
"813","19037","Chickasaw","Iowa","IA",0,"19037"
"814","19039","Clarke","Iowa","IA",0,"19039"
"815","19041","Clay","Iowa","IA",2,"19041"
"816","19043","Clayton","Iowa","IA",1,"19043"
"817","19045","Clinton","Iowa","IA",0,"19045"
"818","19047","Crawford","Iowa","IA",0,"19047"
"819","19049","Dallas","Iowa","IA",23,"19049"
"820","19051","Davis","Iowa","IA",0,"19051"
"821","19053","Decatur","Iowa","IA",0,"19053"
"822","19055","Delaware","Iowa","IA",3,"19055"
"823","19057","Des Moines","Iowa","IA",2,"19057"
"824","19059","Dickinson","Iowa","IA",0,"19059"
"825","19061","Dubuque","Iowa","IA",8,"19061"
"826","19063","Emmet","Iowa","IA",0,"19063"
"827","19065","Fayette","Iowa","IA",0,"19065"
"828","19067","Floyd","Iowa","IA",0,"19067"
"829","19069","Franklin","Iowa","IA",2,"19069"
"830","19071","Fremont","Iowa","IA",2,"19071"
"831","19073","Greene","Iowa","IA",0,"19073"
"832","19075","Grundy","Iowa","IA",0,"19075"
"833","19077","Guthrie","Iowa","IA",13,"19077"
"834","19079","Hamilton","Iowa","IA",0,"19079"
"835","19081","Hancock","Iowa","IA",0,"19081"
"836","19083","Hardin","Iowa","IA",10,"19083"
"837","19085","Harrison","Iowa","IA",1,"19085"
"838","19087","Henry","Iowa","IA",0,"19087"
"839","19089","Howard","Iowa","IA",0,"19089"
"840","19091","Humboldt","Iowa","IA",2,"19091"
"841","19093","Ida","Iowa","IA",5,"19093"
"842","19095","Iowa","Iowa","IA",2,"19095"
"843","19097","Jackson","Iowa","IA",1,"19097"
"844","19099","Jasper","Iowa","IA",1,"19099"
"845","19101","Jefferson","Iowa","IA",2,"19101"
"846","19103","Johnson","Iowa","IA",12,"19103"
"847","19105","Jones","Iowa","IA",1,"19105"
"848","19107","Keokuk","Iowa","IA",0,"19107"
"849","19109","Kossuth","Iowa","IA",5,"19109"
"850","19111","Lee","Iowa","IA",1,"19111"
"851","19113","Linn","Iowa","IA",8,"19113"
"852","19115","Louisa","Iowa","IA",0,"19115"
"853","19117","Lucas","Iowa","IA",0,"19117"
"854","19119","Lyon","Iowa","IA",0,"19119"
"855","19121","Madison","Iowa","IA",2,"19121"
"856","19123","Mahaska","Iowa","IA",3,"19123"
"857","19125","Marion","Iowa","IA",0,"19125"
"858","19127","Marshall","Iowa","IA",7,"19127"
"859","19129","Mills","Iowa","IA",1,"19129"
"860","19131","Mitchell","Iowa","IA",0,"19131"
"861","19133","Monona","Iowa","IA",16,"19133"
"862","19135","Monroe","Iowa","IA",0,"19135"
"863","19137","Montgomery","Iowa","IA",0,"19137"
"864","19139","Muscatine","Iowa","IA",0,"19139"
"865","19141","O'Brien","Iowa","IA",3,"19141"
"866","19143","Osceola","Iowa","IA",0,"19143"
"867","19145","Page","Iowa","IA",0,"19145"
"868","19147","Palo Alto","Iowa","IA",1,"19147"
"869","19149","Plymouth","Iowa","IA",25,"19149"
"870","19151","Pocahontas","Iowa","IA",0,"19151"
"871","19153","Polk","Iowa","IA",43,"19153"
"872","19155","Pottawattamie","Iowa","IA",3,"19155"
"873","19157","Poweshiek","Iowa","IA",0,"19157"
"874","19159","Ringgold","Iowa","IA",0,"19159"
"875","19161","Sac","Iowa","IA",0,"19161"
"876","19163","Scott","Iowa","IA",19,"19163"
"877","19165","Shelby","Iowa","IA",0,"19165"
"878","19167","Sioux","Iowa","IA",6,"19167"
"879","19169","Story","Iowa","IA",13,"19169"
"880","19171","Tama","Iowa","IA",0,"19171"
"881","19173","Taylor","Iowa","IA",0,"19173"
"882","19175","Union","Iowa","IA",0,"19175"
"883","19177","Van Buren","Iowa","IA",0,"19177"
"884","19179","Wapello","Iowa","IA",0,"19179"
"885","19181","Warren","Iowa","IA",22,"19181"
"886","19183","Washington","Iowa","IA",1,"19183"
"887","19185","Wayne","Iowa","IA",17,"19185"
"888","19187","Webster","Iowa","IA",0,"19187"
"889","19189","Winnebago","Iowa","IA",0,"19189"
"890","19191","Winneshiek","Iowa","IA",0,"19191"
"891","19193","Woodbury","Iowa","IA",17,"19193"
"892","19195","Worth","Iowa","IA",0,"19195"
"893","19197","Wright","Iowa","IA",1,"19197"
"894","20001","Allen","Kansas","KS",0,"20001"
"895","20003","Anderson","Kansas","KS",1,"20003"
"896","20005","Atchison","Kansas","KS",1,"20005"
"897","20007","Barber","Kansas","KS",0,"20007"
"898","20009","Barton","Kansas","KS",0,"20009"
"899","20011","Bourbon","Kansas","KS",0,"20011"
"900","20013","Brown","Kansas","KS",0,"20013"
"901","20015","Butler","Kansas","KS",3,"20015"
"902","20017","Chase","Kansas","KS",0,"20017"
"903","20019","Chautauqua","Kansas","KS",0,"20019"
"904","20021","Cherokee","Kansas","KS",0,"20021"
"905","20023","Cheyenne","Kansas","KS",0,"20023"
"906","20025","Clark","Kansas","KS",0,"20025"
"907","20027","Clay","Kansas","KS",0,"20027"
"908","20029","Cloud","Kansas","KS",0,"20029"
"909","20031","Coffey","Kansas","KS",0,"20031"
"910","20033","Comanche","Kansas","KS",0,"20033"
"911","20035","Cowley","Kansas","KS",1,"20035"
"912","20037","Crawford","Kansas","KS",0,"20037"
"913","20039","Decatur","Kansas","KS",0,"20039"
"914","20041","Dickinson","Kansas","KS",0,"20041"
"915","20043","Doniphan","Kansas","KS",0,"20043"
"916","20045","Douglas","Kansas","KS",6,"20045"
"917","20047","Edwards","Kansas","KS",0,"20047"
"918","20049","Elk","Kansas","KS",0,"20049"
"919","20051","Ellis","Kansas","KS",0,"20051"
"920","20053","Ellsworth","Kansas","KS",0,"20053"
"921","20055","Finney","Kansas","KS",0,"20055"
"922","20057","Ford","Kansas","KS",1,"20057"
"923","20059","Franklin","Kansas","KS",0,"20059"
"924","20061","Geary","Kansas","KS",0,"20061"
"925","20063","Gove","Kansas","KS",0,"20063"
"926","20065","Graham","Kansas","KS",2,"20065"
"927","20067","Grant","Kansas","KS",0,"20067"
"928","20069","Gray","Kansas","KS",0,"20069"
"929","20071","Greeley","Kansas","KS",0,"20071"
"930","20073","Greenwood","Kansas","KS",0,"20073"
"931","20075","Hamilton","Kansas","KS",0,"20075"
"932","20077","Harper","Kansas","KS",0,"20077"
"933","20079","Harvey","Kansas","KS",1,"20079"
"934","20081","Haskell","Kansas","KS",0,"20081"
"935","20083","Hodgeman","Kansas","KS",0,"20083"
"936","20085","Jackson","Kansas","KS",0,"20085"
"937","20087","Jefferson","Kansas","KS",0,"20087"
"938","20089","Jewell","Kansas","KS",0,"20089"
"939","20091","Johnson","Kansas","KS",50,"20091"
"940","20093","Kearny","Kansas","KS",1,"20093"
"941","20095","Kingman","Kansas","KS",0,"20095"
"942","20097","Kiowa","Kansas","KS",0,"20097"
"943","20099","Labette","Kansas","KS",0,"20099"
"944","20101","Lane","Kansas","KS",0,"20101"
"945","20103","Leavenworth","Kansas","KS",3,"20103"
"946","20105","Lincoln","Kansas","KS",0,"20105"
"947","20107","Linn","Kansas","KS",0,"20107"
"948","20109","Logan","Kansas","KS",0,"20109"
"949","20111","Lyon","Kansas","KS",1,"20111"
"950","20113","McPherson","Kansas","KS",1,"20113"
"951","20115","Marion","Kansas","KS",2,"20115"
"952","20117","Marshall","Kansas","KS",0,"20117"
"953","20119","Meade","Kansas","KS",0,"20119"
"954","20121","Miami","Kansas","KS",1,"20121"
"955","20123","Mitchell","Kansas","KS",0,"20123"
"956","20125","Montgomery","Kansas","KS",1,"20125"
"957","20127","Morris","Kansas","KS",0,"20127"
"958","20129","Morton","Kansas","KS",0,"20129"
"959","20131","Nemaha","Kansas","KS",1,"20131"
"960","20133","Neosho","Kansas","KS",0,"20133"
"961","20135","Ness","Kansas","KS",0,"20135"
"962","20137","Norton","Kansas","KS",0,"20137"
"963","20139","Osage","Kansas","KS",1,"20139"
"964","20141","Osborne","Kansas","KS",0,"20141"
"965","20143","Ottawa","Kansas","KS",0,"20143"
"966","20145","Pawnee","Kansas","KS",0,"20145"
"967","20147","Phillips","Kansas","KS",0,"20147"
"968","20149","Pottawatomie","Kansas","KS",0,"20149"
"969","20151","Pratt","Kansas","KS",0,"20151"
"970","20153","Rawlins","Kansas","KS",0,"20153"
"971","20155","Reno","Kansas","KS",1,"20155"
"972","20157","Republic","Kansas","KS",0,"20157"
"973","20159","Rice","Kansas","KS",0,"20159"
"974","20161","Riley","Kansas","KS",0,"20161"
"975","20163","Rooks","Kansas","KS",0,"20163"
"976","20165","Rush","Kansas","KS",0,"20165"
"977","20167","Russell","Kansas","KS",0,"20167"
"978","20169","Saline","Kansas","KS",2,"20169"
"979","20171","Scott","Kansas","KS",0,"20171"
"980","20173","Sedgwick","Kansas","KS",9,"20173"
"981","20175","Seward","Kansas","KS",0,"20175"
"982","20177","Shawnee","Kansas","KS",5,"20177"
"983","20179","Sheridan","Kansas","KS",0,"20179"
"984","20181","Sherman","Kansas","KS",1,"20181"
"985","20183","Smith","Kansas","KS",0,"20183"
"986","20185","Stafford","Kansas","KS",0,"20185"
"987","20187","Stanton","Kansas","KS",0,"20187"
"988","20189","Stevens","Kansas","KS",2,"20189"
"989","20191","Sumner","Kansas","KS",0,"20191"
"990","20193","Thomas","Kansas","KS",1,"20193"
"991","20195","Trego","Kansas","KS",0,"20195"
"992","20197","Wabaunsee","Kansas","KS",0,"20197"
"993","20199","Wallace","Kansas","KS",0,"20199"
"994","20201","Washington","Kansas","KS",0,"20201"
"995","20203","Wichita","Kansas","KS",0,"20203"
"996","20205","Wilson","Kansas","KS",0,"20205"
"997","20207","Woodson","Kansas","KS",0,"20207"
"998","20209","Wyandotte","Kansas","KS",0,"20209"
"999","21001","Adair","Kentucky","KY",0,"21001"
"1000","21003","Allen","Kentucky","KY",6,"21003"
"1001","21005","Anderson","Kentucky","KY",0,"21005"
"1002","21007","Ballard","Kentucky","KY",0,"21007"
"1003","21009","Barren","Kentucky","KY",5,"21009"
"1004","21011","Bath","Kentucky","KY",1,"21011"
"1005","21013","Bell","Kentucky","KY",0,"21013"
"1006","21015","Boone","Kentucky","KY",4,"21015"
"1007","21017","Bourbon","Kentucky","KY",0,"21017"
"1008","21019","Boyd","Kentucky","KY",18,"21019"
"1009","21021","Boyle","Kentucky","KY",0,"21021"
"1010","21023","Bracken","Kentucky","KY",1,"21023"
"1011","21025","Breathitt","Kentucky","KY",2,"21025"
"1012","21027","Breckinridge","Kentucky","KY",2,"21027"
"1013","21029","Bullitt","Kentucky","KY",5,"21029"
"1014","21031","Butler","Kentucky","KY",0,"21031"
"1015","21033","Caldwell","Kentucky","KY",0,"21033"
"1016","21035","Calloway","Kentucky","KY",1,"21035"
"1017","21037","Campbell","Kentucky","KY",8,"21037"
"1018","21039","Carlisle","Kentucky","KY",0,"21039"
"1019","21041","Carroll","Kentucky","KY",0,"21041"
"1020","21043","Carter","Kentucky","KY",0,"21043"
"1021","21045","Casey","Kentucky","KY",0,"21045"
"1022","21047","Christian","Kentucky","KY",0,"21047"
"1023","21049","Clark","Kentucky","KY",0,"21049"
"1024","21051","Clay","Kentucky","KY",0,"21051"
"1025","21053","Clinton","Kentucky","KY",0,"21053"
"1026","21055","Crittenden","Kentucky","KY",0,"21055"
"1027","21057","Cumberland","Kentucky","KY",0,"21057"
"1028","21059","Daviess","Kentucky","KY",1,"21059"
"1029","21061","Edmonson","Kentucky","KY",0,"21061"
"1030","21063","Elliott","Kentucky","KY",0,"21063"
"1031","21065","Estill","Kentucky","KY",1,"21065"
"1032","21067","Fayette","Kentucky","KY",15,"21067"
"1033","21069","Fleming","Kentucky","KY",0,"21069"
"1034","21071","Floyd","Kentucky","KY",1,"21071"
"1035","21073","Franklin","Kentucky","KY",1,"21073"
"1036","21075","Fulton","Kentucky","KY",0,"21075"
"1037","21077","Gallatin","Kentucky","KY",0,"21077"
"1038","21079","Garrard","Kentucky","KY",0,"21079"
"1039","21081","Grant","Kentucky","KY",0,"21081"
"1040","21083","Graves","Kentucky","KY",2,"21083"
"1041","21085","Grayson","Kentucky","KY",0,"21085"
"1042","21087","Green","Kentucky","KY",0,"21087"
"1043","21089","Greenup","Kentucky","KY",0,"21089"
"1044","21091","Hancock","Kentucky","KY",0,"21091"
"1045","21093","Hardin","Kentucky","KY",1,"21093"
"1046","21095","Harlan","Kentucky","KY",1,"21095"
"1047","21097","Harrison","Kentucky","KY",0,"21097"
"1048","21099","Hart","Kentucky","KY",0,"21099"
"1049","21101","Henderson","Kentucky","KY",1,"21101"
"1050","21103","Henry","Kentucky","KY",54,"21103"
"1051","21105","Hickman","Kentucky","KY",0,"21105"
"1052","21107","Hopkins","Kentucky","KY",2,"21107"
"1053","21109","Jackson","Kentucky","KY",0,"21109"
"1054","21111","Jefferson","Kentucky","KY",29,"21111"
"1055","21113","Jessamine","Kentucky","KY",1,"21113"
"1056","21115","Johnson","Kentucky","KY",0,"21115"
"1057","21117","Kenton","Kentucky","KY",3,"21117"
"1058","21119","Knott","Kentucky","KY",0,"21119"
"1059","21121","Knox","Kentucky","KY",0,"21121"
"1060","21123","Larue","Kentucky","KY",1,"21123"
"1061","21125","Laurel","Kentucky","KY",0,"21125"
"1062","21127","Lawrence","Kentucky","KY",1,"21127"
"1063","21129","Lee","Kentucky","KY",1,"21129"
"1064","21131","Leslie","Kentucky","KY",0,"21131"
"1065","21133","Letcher","Kentucky","KY",0,"21133"
"1066","21135","Lewis","Kentucky","KY",0,"21135"
"1067","21137","Lincoln","Kentucky","KY",1,"21137"
