zipCode,population,year
36350,1,2022
36370,1,2022
36400,3,2022
36532,1,2022
36587,1,2022
36695,1,2022
36703,1,2022
36786,1,2022
36830,3,2022
36832,2,2022
37000,1,2022
37013,4,2022
37027,9,2022
37034,1,2022
37040,1,2022
37042,2,2022
37043,3,2022
37055,1,2022
37064,7,2022
37066,1,2022
37067,4,2022
37072,1,2022
37075,3,2022
37105,1,2022
37122,2,2022
37124,1,2022
37128,6,2022
37129,1,2022
37135,2,2022
37174,2,2022
37179,1,2022
37187,1,2022
37201,1,2022
37203,4,2022
37204,1,2022
37205,3,2022
37206,5,2022
37207,1,2022
37208,4,2022
37209,2,2022
37210,1,2022
37211,1,2022
37215,4,2022
37217,1,2022
37219,1,2022
37221,3,2022
37302,1,2022
37306,1,2022
37312,1,2022
37323,1,2022
37343,1,2022
37363,2,2022
37377,1,2022
37388,1,2022
37402,1,2022
37604,1,2022
37615,1,2022
37659,2,2022
37660,1,2022
37664,1,2022
37680,2,2022
37803,1,2022
37814,1,2022
37830,2,2022
37834,1,2022
37849,1,2022
37883,1,2022
37902,1,2022
37919,2,2022
37922,4,2022
37931,4,2022
37932,1,2022
37934,2,2022
38000,13,2022
38001,12,2022
38002,1,2022
38004,2,2022
38005,16,2022
38006,1,2022
38017,7,2022
38018,2,2022
38048,1,2022
38060,1,2022
38103,3,2022
38104,2,2022
38111,1,2022
38117,1,2022
38119,2,2022
38125,1,2022
38128,1,2022
38138,2,2022
38139,2,2022
38221,1,2022
38233,1,2022
38242,2,2022
38272,3,2022
38278,1,2022
38301,2,2022
38305,1,2022
38401,1,2022
38408,1,2022
38417,1,2022
38440,1,2022
38485,1,2022
38571,1,2022
38655,2,2022
38732,1,2022
38812,1,2022
38821,1,2022
39000,8,2022
39001,2,2022
39002,4,2022
39005,1,2022
39009,1,2022
39040,1,2022
39056,2,2022
39059,1,2022
39110,2,2022
39141,3,2022
39144,1,2022
39180,1,2022
39202,1,2022
39258,1,2022
39307,1,2022
39451,3,2022
39500,19,2022
39553,1,2022
39600,2,2022
39619,1,2022
39621,1,2022
39643,1,2022
39644,1,2022
39705,2,2022
39752,1,2022
39759,2,2022
39886,1,2022
40000,33,2022
40001,34,2022
40002,27,2022
40003,16,2022
40004,9,2022
40005,45,2022
40006,44,2022
40007,40,2022
40008,28,2022
40009,23,2022
40010,20,2022
40028,1,2022
40030,1,2022
40055,1,2022
40059,4,2022
40060,22,2022
40061,19,2022
40070,14,2022
40080,2,2022
40086,1,2022
40101,1,2022
40110,2,2022
40112,8,2022
40114,3,2022
40120,2,2022
40130,1,2022
40133,2,2022
40142,1,2022
40150,3,2022
40151,1,2022
40152,2,2022
40153,1,2022
40202,1,2022
40204,2,2022
40205,1,2022
40206,2,2022
40207,1,2022
40216,2,2022
40220,1,2022
40222,2,2022
40223,2,2022
40227,1,2022
40241,5,2022
40243,1,2022
40245,6,2022
40252,1,2022
40254,1,2022
40266,1,2022
40287,1,2022
40291,2,2022
40299,1,2022
40300,1,2022
40301,1,2022
40324,1,2022
40341,1,2022
40356,1,2022
40358,1,2022
40373,1,2022
40400,3,2022
40403,1,2022
40448,1,2022
40450,1,2022
40472,1,2022
40475,2,2022
40502,1,2022
40503,2,2022
40505,1,2022
40509,1,2022
40511,1,2022
40513,4,2022
40514,1,2022
40515,1,2022
40517,3,2022
40601,1,2022
40602,1,2022
40653,1,2022
40661,1,2022
40667,1,2022
40672,1,2022
40682,1,2022
40701,1,2022
40749,1,2022
40751,1,2022
40762,1,2022
40765,1,2022
40800,3,2022
40830,1,2022
40846,1,2022
40857,1,2022
40877,1,2022
41000,39,2022
41001,5,2022
41002,1,2022
41006,1,2022
41007,3,2022
41015,1,2022
41018,2,2022
41020,7,2022
41021,6,2022
41040,1,2022
41048,1,2022
41056,1,2022
41091,2,2022
41094,1,2022
41100,18,2022
41101,6,2022
41102,12,2022
41103,22,2022
41104,15,2022
41105,4,2022
41106,3,2022
41110,2,2022
41122,1,2022
41124,1,2022
41150,1,2022
41200,7,2022
41220,1,2022
41241,1,2022
41280,1,2022
41283,1,2022
41300,4,2022
41310,2,2022
41311,1,2022
41334,1,2022
41341,1,2022
41400,9,2022
41454,1,2022
41475,1,2022
41493,1,2022
41511,1,2022
41523,1,2022
41552,1,2022
41553,1,2022
41600,3,2022
41601,1,2022
41641,1,2022
41700,3,2022
41723,1,2022
41760,1,2022
41770,1,2022
41800,2,2022
41830,1,2022
41950,1,2022
41961,1,2022
42000,1,2022
42001,1,2022
42010,1,2022
42040,1,2022
42057,1,2022
42059,1,2022
42066,1,2022
42071,1,2022
42073,1,2022
42100,8,2022
42103,1,2022
42104,1,2022
42105,1,2022
42110,1,2022
42114,1,2022
42120,6,2022
42130,5,2022
42140,1,2022
42170,1,2022
42190,1,2022
42200,5,2022
42201,1,2022
42270,1,2022
42278,1,2022
42300,1,2022
42303,1,2022
42364,1,2022
42410,1,2022
42413,1,2022
42420,1,2022
42500,3,2022
42501,1,2022
42540,1,2022
42547,1,2022
42554,1,2022
42560,1,2022
42576,1,2022
42614,1,2022
42625,1,2022
42654,1,2022
42656,1,2022
42658,1,2022
42675,1,2022
42700,3,2022
42701,1,2022
42748,1,2022
42769,1,2022
42771,1,2022
42803,1,2022
42920,1,2022
42941,1,2022
43000,45,2022
43001,13,2022
43002,6,2022
43003,3,2022
43004,3,2022
43005,13,2022
43006,7,2022
43007,34,2022
43008,2,2022
43010,1,2022
43015,3,2022
43016,6,2022
43017,6,2022
43020,4,2022
43021,2,2022
43022,3,2022
43023,1,2022
43026,4,2022
43031,1,2022
43035,4,2022
43054,5,2022
43064,3,2022
43065,7,2022
43068,3,2022
43074,2,2022
43081,2,2022
43082,1,2022
43085,2,2022
43100,7,2022
43108,1,2022
43110,1,2022
43119,1,2022
43120,2,2022
43123,3,2022
43130,1,2022
43140,1,2022
43147,3,2022
43160,1,2022
43170,1,2022
43182,1,2022
43190,1,2022
43200,2,2022
43202,1,2022
43203,1,2022
43206,1,2022
43207,1,2022
43209,4,2022
43212,5,2022
43214,3,2022
43215,2,2022
43220,3,2022
43221,4,2022
43223,1,2022
43224,1,2022
43227,1,2022
43228,1,2022
43229,1,2022
43230,2,2022
43231,1,2022
43235,2,2022
43240,1,2022
43260,2,2022
43270,1,2022
43284,1,2022
43300,2,2022
43330,1,2022
43334,1,2022
43344,1,2022
43400,1,2022
43401,1,2022
43402,3,2022
43420,1,2022
43430,1,2022
43469,1,2022
43500,4,2022
43551,1,2022
43600,3,2022
43613,1,2022
43615,2,2022
43617,1,2022
43689,1,2022
43691,1,2022
43692,2,2022
43701,1,2022
43743,2,2022
43762,1,2022
43775,1,2022
43800,1,2022
43822,1,2022
43902,1,2022
43906,1,2022
43920,1,2022
44000,6,2022
44001,6,2022
44002,5,2022
44003,2,2022
44010,1,2022
44011,2,2022
44023,1,2022
44024,1,2022
44035,1,2022
44039,3,2022
44041,1,2022
44047,1,2022
44053,1,2022
44056,3,2022
44057,1,2022
44060,1,2022
44067,1,2022
44070,1,2022
44072,1,2022
44077,1,2022
44087,1,2022
44094,3,2022
44095,2,2022
44100,2,2022
44102,3,2022
44104,1,2022
44106,2,2022
44107,2,2022
44109,1,2022
44111,1,2022
44113,3,2022
44115,1,2022
44116,1,2022
44118,7,2022
44120,1,2022
44122,6,2022
44123,1,2022
44124,2,2022
44130,1,2022
44131,1,2022
44133,1,2022
44136,1,2022
44137,1,2022
44139,6,2022
44140,1,2022
44141,1,2022
44143,2,2022
44145,3,2022
44146,2,2022
44149,2,2022
44202,4,2022
44212,2,2022
44223,1,2022
44224,1,2022
44236,3,2022
44241,1,2022
44256,5,2022
44266,1,2022
44272,1,2022
44281,3,2022
44290,1,2022
44300,6,2022
44304,1,2022
44307,1,2022
44313,1,2022
44320,1,2022
44321,3,2022
44333,3,2022
44340,1,2022
44400,3,2022
44405,1,2022
44406,1,2022
44410,4,2022
44417,1,2022
44418,1,2022
44420,2,2022
44425,1,2022
44436,1,2022
44437,1,2022
44451,2,2022
44460,1,2022
44484,1,2022
44500,3,2022
44511,1,2022
44514,1,2022
44539,1,2022
44540,1,2022
44600,5,2022
44605,2,2022
44641,1,2022
44646,1,2022
44664,1,2022
44675,1,2022
44691,2,2022
44700,1,2022
44707,1,2022
44708,1,2022
44720,1,2022
44721,1,2022
44800,1,2022
44805,1,2022
44808,1,2022
44820,1,2022
44824,1,2022
44827,1,2022
44853,1,2022
44883,1,2022
44890,1,2022
44900,1,2022
44920,1,2022
44930,1,2022
45000,87,2022
45001,2,2022
45002,1,2022
45004,4,2022
45005,4,2022
45010,3,2022
45011,2,2022
45036,1,2022
45039,3,2022
45040,15,2022
45044,2,2022
45050,1,2022
45054,1,2022
45066,3,2022
45069,3,2022
45100,2,2022
45107,1,2022
45134,1,2022
45138,1,2022
45140,4,2022
45145,1,2022
45150,1,2022
45152,1,2022
45155,1,2022
45161,1,2022
45174,1,2022
45200,14,2022
45201,12,2022
45202,2,2022
45207,1,2022
45208,1,2022
45211,1,2022
45212,1,2022
45215,4,2022
45220,1,2022
45223,1,2022
45227,1,2022
45229,1,2022
45231,1,2022
45236,3,2022
45240,1,2022
45241,1,2022
45242,2,2022
45243,4,2022
45244,2,2022
45255,1,2022
45300,10,2022
45305,1,2022
45340,1,2022
45373,1,2022
45383,1,2022
45387,2,2022
45402,1,2022
45406,1,2022
45415,1,2022
45419,3,2022
45424,2,2022
45429,3,2022
45440,5,2022
45458,7,2022
45459,1,2022
45500,5,2022
45504,2,2022
45601,1,2022
45631,1,2022
45640,1,2022
45645,1,2022
45671,1,2022
45700,1,2022
45735,1,2022
45800,1,2022
45810,1,2022
45833,2,2022
45840,5,2022
45883,1,2022
46000,2,2022
46009,1,2022
46010,1,2022
46016,1,2022
46032,5,2022
46033,6,2022
46036,1,2022
46037,7,2022
46038,6,2022
46044,1,2022
46055,1,2022
46058,1,2022
46060,2,2022
46062,2,2022
46064,1,2022
46074,4,2022
46075,1,2022
46077,5,2022
46100,1,2022
46105,1,2022
46111,1,2022
46112,7,2022
46115,1,2022
46123,3,2022
46131,2,2022
46142,2,2022
46143,3,2022
46151,2,2022
46158,1,2022
46159,1,2022
46163,1,2022
46167,1,2022
46168,3,2022
46182,1,2022
46184,1,2022
46200,7,2022
46201,9,2022
46202,7,2022
46203,6,2022
46204,4,2022
46205,2,2022
46208,2,2022
46219,1,2022
46220,5,2022
46224,1,2022
46225,1,2022
46226,2,2022
46227,1,2022
46230,1,2022
46234,1,2022
46236,1,2022
46237,2,2022
46239,1,2022
46240,1,2022
46242,1,2022
46250,1,2022
46256,3,2022
46259,1,2022
46260,1,2022
46268,1,2022
46278,3,2022
46294,1,2022
46300,1,2022
46301,1,2022
46303,5,2022
46304,3,2022
46307,7,2022
46311,3,2022
46321,10,2022
46322,1,2022
46324,2,2022
46368,1,2022
46373,4,2022
46375,1,2022
46385,6,2022
46392,1,2022
46400,3,2022
46414,1,2022
46420,1,2022
46447,1,2022
46514,1,2022
46520,2,2022
46526,2,2022
46530,6,2022
46545,2,2022
46552,1,2022
46557,1,2022
46561,1,2022
46563,1,2022
46569,1,2022
46582,1,2022
46615,1,2022
46617,3,2022
46619,1,2022
46628,1,2022
46630,1,2022
46637,1,2022
46700,4,2022
46703,1,2022
46710,1,2022
46711,1,2022
46714,1,2022
46720,1,2022
46725,1,2022
46738,1,2022
46804,1,2022
46808,1,2022
46814,3,2022
46815,1,2022
46818,1,2022
46825,1,2022
46845,1,2022
46901,2,2022
46923,1,2022
46930,1,2022
46962,1,2022
46998,3,2022
46999,1,2022
47001,1,2022
47006,1,2022
47007,1,2022
47008,1,2022
47010,1,2022
47038,1,2022
47060,1,2022
47100,8,2022
47102,2,2022
47106,1,2022
47109,1,2022
47120,1,2022
47130,1,2022
47168,1,2022
47180,1,2022
47200,3,2022
47201,4,2022
47203,2,2022
47259,1,2022
47274,1,2022
47303,1,2022
47340,1,2022
47371,1,2022
47385,1,2022
47400,2,2022
47401,5,2022
47403,2,2022
47404,2,2022
47408,2,2022
47446,1,2022
47452,1,2022
47500,4,2022
47530,1,2022
47566,1,2022
47600,2,2022
47620,1,2022
47630,6,2022
47635,1,2022
47707,1,2022
47708,1,2022
47710,1,2022
47714,1,2022
47715,1,2022
47720,1,2022
47725,2,2022
47750,1,2022
47802,1,2022
47803,2,2022
47834,1,2022
47872,1,2022
47882,1,2022
47901,1,2022
47905,3,2022
47906,11,2022
47909,2,2022
47932,1,2022
47933,1,2022
47971,1,2022
47974,1,2022
47993,1,2022
47994,1,2022
47995,1,2022
48000,2,2022
48004,1,2022
48005,1,2022
48009,2,2022
48014,1,2022
48025,2,2022
48033,1,2022
48040,2,2022
48044,1,2022
48046,1,2022
48050,1,2022
48060,1,2022
48066,4,2022
48067,3,2022
48069,1,2022
48073,3,2022
48076,1,2022
48077,1,2022
48083,3,2022
48084,2,2022
48085,6,2022
48087,1,2022
48088,1,2022
48089,1,2022
48090,1,2022
48092,1,2022
48098,5,2022
48103,8,2022
48104,2,2022
48105,9,2022
48108,4,2022
48114,1,2022
48116,2,2022
48117,1,2022
48118,2,2022
48119,1,2022
48120,3,2022
48124,1,2022
48126,1,2022
48127,1,2022
48128,1,2022
48130,2,2022
48135,1,2022
48147,1,2022
48150,2,2022
48152,2,2022
48154,3,2022
48162,1,2022
48167,4,2022
48168,7,2022
48170,5,2022
48174,2,2022
48176,1,2022
48178,3,2022
48180,1,2022
48185,2,2022
48187,6,2022
48188,6,2022
48195,1,2022
48197,8,2022
48198,1,2022
48200,2,2022
48204,1,2022
48206,1,2022
48214,1,2022
48219,1,2022
48220,1,2022
48226,1,2022
48230,4,2022
48235,1,2022
48236,2,2022
48237,2,2022
48270,1,2022
48300,1,2022
48301,1,2022
48304,2,2022
48306,3,2022
48307,3,2022
48309,7,2022
48312,1,2022
48315,2,2022
48316,1,2022
48322,4,2022
48323,2,2022
48324,1,2022
48326,2,2022
48327,3,2022
48329,2,2022
48331,2,2022
48334,7,2022
48335,3,2022
48336,2,2022
48346,2,2022
48348,3,2022
48350,1,2022
48357,1,2022
48359,1,2022
48360,1,2022
48363,2,2022
48369,1,2022
48371,1,2022
48374,5,2022
48375,6,2022
48377,3,2022
48380,1,2022
48381,1,2022
48382,1,2022
48386,2,2022
48411,1,2022
48423,1,2022
48429,1,2022
48430,1,2022
48433,1,2022
48439,1,2022
48442,2,2022
48444,1,2022
48450,1,2022
48462,3,2022
48503,1,2022
48601,1,2022
48602,1,2022
48603,3,2022
48623,1,2022
48638,1,2022
48640,3,2022
48642,2,2022
48708,1,2022
48734,1,2022
48741,1,2022
48751,1,2022
48808,1,2022
48809,1,2022
48820,3,2022
48823,7,2022
48836,1,2022
48837,1,2022
48840,1,2022
48842,3,2022
48843,2,2022
48846,1,2022
48854,2,2022
48858,1,2022
48864,4,2022
48867,1,2022
48873,1,2022
48911,2,2022
48912,1,2022
49000,2,2022
49002,2,2022
49004,1,2022
49006,3,2022
49008,1,2022
49009,5,2022
49010,1,2022
49015,1,2022
49022,1,2022
49024,4,2022
49048,1,2022
49050,1,2022
49053,1,2022
49071,1,2022
49079,1,2022
49085,3,2022
49090,1,2022
49120,3,2022
49127,2,2022
49133,1,2022
49200,4,2022
49201,3,2022
49247,2,2022
49256,1,2022
49301,1,2022
49302,1,2022
49315,4,2022
49331,1,2022
49336,1,2022
49339,1,2022
49341,3,2022
49345,2,2022
49386,1,2022
49406,1,2022
49417,1,2022
49418,1,2022
49420,2,2022
49424,2,2022
49426,1,2022
49435,1,2022
49456,1,2022
49503,3,2022
49504,2,2022
49505,1,2022
49506,1,2022
49507,1,2022
49508,2,2022
49525,6,2022
49534,1,2022
49544,1,2022
49545,1,2022
49546,3,2022
49548,1,2022
49600,1,2022
49601,1,2022
49670,1,2022
49684,1,2022
49685,2,2022
49686,1,2022
49713,1,2022
49721,1,2022
49821,1,2022
49916,1,2022
49920,1,2022
49958,1,2022
50000,4,2022
50001,16,2022
50002,12,2022
50003,19,2022
50004,16,2022
50005,6,2022
50006,9,2022
50007,13,2022
50008,17,2022
50009,9,2022
50010,2,2022
50012,1,2022
50013,1,2022
50014,7,2022
50021,4,2022
50027,3,2022
50029,1,2022
50036,2,2022
50061,1,2022
50100,1,2022
50105,1,2022
50111,1,2022
50125,3,2022
50158,1,2022
50200,1,2022
50203,1,2022
50208,1,2022
50210,1,2022
50211,2,2022
50230,1,2022
50236,1,2022
50245,1,2022
50261,1,2022
50263,2,2022
50265,1,2022
50266,2,2022
50309,1,2022
50310,1,2022
50311,2,2022
50313,2,2022
50314,1,2022
50321,2,2022
50322,3,2022
50325,3,2022
50400,1,2022
50428,1,2022
50441,1,2022
50470,1,2022
50480,5,2022
50490,1,2022
50500,1,2022
50512,1,2022
50536,1,2022
50545,1,2022
50548,1,2022
50600,3,2022
50601,1,2022
50613,1,2022
50644,1,2022
50665,1,2022
50701,1,2022
50703,1,2022
50710,1,2022
50730,1,2022
50800,1,2022
50820,1,2022
50821,1,2022
50858,1,2022
50921,1,2022
50987,1,2022
51000,49,2022
51001,1,2022
51003,1,2022
51004,1,2022
51005,4,2022
51006,2,2022
51007,2,2022
51008,4,2022
51010,2,2022
51012,1,2022
51014,1,2022
51015,2,2022
51016,2,2022
51017,2,2022
51020,2,2022
51022,3,2022
51023,1,2022
51024,1,2022
51025,1,2022
51026,2,2022
51027,2,2022
51028,2,2022
51029,1,2022
51030,2,2022
51031,3,2022
51033,1,2022
51037,1,2022
51040,1,2022
51041,2,2022
51042,4,2022
51044,3,2022
51048,1,2022
51050,4,2022
51051,1,2022
51052,1,2022
51054,1,2022
51060,4,2022
51061,2,2022
51062,9,2022
51063,8,2022
51064,4,2022
51065,1,2022
51066,3,2022
51070,2,2022
51080,2,2022
51100,1,2022
51108,1,2022
51130,2,2022
51133,1,2022
51134,2,2022
51140,8,2022
51143,2,2022
51144,6,2022
51145,4,2022
51149,3,2022
51151,1,2022
51200,1,2022
51210,1,2022
51301,1,2022
51319,1,2022
51408,1,2022
51443,1,2022
51449,1,2022
51498,2,2022
51500,5,2022
51501,1,2022
51504,2,2022
51511,2,2022
51541,1,2022
51542,1,2022
51563,1,2022
51576,1,2022
51582,1,2022
51600,9,2022
51621,1,2022
51640,1,2022
51649,1,2022
51677,1,2022
51696,1,2022
51700,3,2022
51721,1,2022
51732,1,2022
51738,1,2022
51750,5,2022
51770,1,2022
51800,124,2022
51801,1,2022
51802,11,2022
51803,11,2022
51804,16,2022
51805,21,2022
51806,9,2022
51807,1,2022
51810,17,2022
51811,7,2022
51812,2,2022
51813,1,2022
51815,1,2022
51817,3,2022
51871,1,2022
51900,9,2022
51907,1,2022
51949,1,2022
52000,2,2022
52001,4,2022
52002,2,2022
52005,1,2022
52011,1,2022
52042,1,2022
52046,1,2022
52053,1,2022
52064,1,2022
52121,1,2022
52200,7,2022
52223,2,2022
52228,1,2022
52230,1,2022
52241,3,2022
52245,2,2022
52246,6,2022
52300,20,2022
52307,2,2022
52312,1,2022
52318,1,2022
52330,1,2022
52332,1,2022
52340,1,2022
52366,1,2022
52371,1,2022
52380,3,2022
52382,1,2022
52390,1,2022
52400,2,2022
52401,2,2022
52402,3,2022
52403,1,2022
52404,1,2022
52463,1,2022
52500,2,2022
52520,1,2022
52556,2,2022
52601,1,2022
52604,1,2022
52621,1,2022
52639,1,2022
52655,1,2022
52722,11,2022
52726,2,2022
52748,1,2022
52800,10,2022
52802,1,2022
52803,2,2022
52805,1,2022
52806,1,2022
52807,1,2022
52820,1,2022
52822,2,2022
52823,1,2022
52830,10,2022
52831,4,2022
52840,10,2022
52841,2,2022
52849,1,2022
52850,3,2022
52859,1,2022
52900,3,2022
52920,1,2022
52970,2,2022
52986,1,2022
52994,1,2022
53000,7,2022
53001,7,2022
53002,10,2022
53004,1,2022
53005,1,2022
53014,1,2022
53020,1,2022
53022,2,2022
53023,1,2022
53024,1,2022
53027,2,2022
53029,3,2022
53044,1,2022
53045,1,2022
53051,4,2022
53070,1,2022
53072,2,2022
53074,1,2022
53081,1,2022
53089,3,2022
53092,5,2022
53095,3,2022
53097,3,2022
53100,2,2022
53104,1,2022
53105,2,2022
53111,1,2022
53114,1,2022
53121,2,2022
53122,1,2022
53132,1,2022
53140,2,2022
53142,1,2022
53143,2,2022
53144,2,2022
53146,1,2022
53147,1,2022
53149,2,2022
53151,2,2022
53158,1,2022
53181,1,2022
53185,1,2022
53189,3,2022
53202,3,2022
53204,2,2022
53205,1,2022
53206,1,2022
53207,4,2022
53208,1,2022
53209,2,2022
53211,6,2022
53212,1,2022
53213,1,2022
53215,2,2022
53217,2,2022
53221,1,2022
53222,2,2022
53223,1,2022
53225,1,2022
53226,2,2022
53300,5,2022
53306,1,2022
53310,2,2022
53402,2,2022
53403,3,2022
53405,1,2022
53421,1,2022
53479,1,2022
53500,2,2022
53511,1,2022
53521,2,2022
53528,1,2022
53532,1,2022
53545,1,2022
53546,1,2022
53548,1,2022
53555,1,2022
53559,1,2022
53562,6,2022
53572,1,2022
53575,1,2022
53581,2,2022
53590,5,2022
53593,2,2022
53594,2,2022
53700,1,2022
53703,10,2022
53705,4,2022
53711,7,2022
53714,1,2022
53716,1,2022
53717,1,2022
53718,3,2022
53719,10,2022
53720,1,2022
53730,1,2022
53821,1,2022
53842,1,2022
53916,4,2022
53950,1,2022
53959,1,2022
54000,8,2022
54016,2,2022
54025,1,2022
54030,1,2022
54100,6,2022
54115,3,2022
54200,2,2022
54220,1,2022
54235,1,2022
54300,2,2022
54301,2,2022
54303,1,2022
54304,1,2022
54311,2,2022
54322,1,2022
54450,1,2022
54452,1,2022
54467,1,2022
54500,4,2022
54504,1,2022
54512,1,2022
54539,1,2022
54600,1,2022
54632,1,2022
54634,1,2022
54650,4,2022
54660,2,2022
54664,1,2022
54669,1,2022
54700,3,2022
54701,2,2022
54751,1,2022
54770,1,2022
54792,2,2022
54810,3,2022
54860,1,2022
54880,2,2022
54900,1,2022
54901,1,2022
54902,2,2022
54913,1,2022
54914,4,2022
54915,1,2022
54935,1,2022
54952,2,2022
54984,1,2022
55000,11,2022
55001,2,2022
55002,1,2022
55008,2,2022
55012,1,2022
55016,2,2022
55033,2,2022
55035,1,2022
55041,1,2022
55044,2,2022
55045,1,2022
55049,1,2022
55057,2,2022
55068,1,2022
55075,2,2022
55082,2,2022
55085,1,2022
55092,1,2022
55100,4,2022
55102,3,2022
55104,2,2022
55105,3,2022
55106,3,2022
55108,1,2022
55110,2,2022
55112,3,2022
55113,3,2022
55114,1,2022
55116,1,2022
55117,2,2022
55119,1,2022
55121,1,2022
55122,4,2022
55123,2,2022
55124,2,2022
55125,5,2022
55126,6,2022
55127,1,2022
55129,7,2022
55161,1,2022
55300,1,2022
55303,1,2022
55304,2,2022
55305,3,2022
55307,1,2022
55311,7,2022
55315,1,2022
55316,1,2022
55317,2,2022
55318,1,2022
55337,1,2022
55339,1,2022
55340,3,2022
55343,1,2022
55344,1,2022
55345,2,2022
55346,2,2022
55347,7,2022
55362,1,2022
55364,1,2022
55371,1,2022
55372,3,2022
55376,2,2022
55378,4,2022
55379,1,2022
55391,2,2022
55401,3,2022
55405,1,2022
55407,1,2022
55408,3,2022
55410,1,2022
55411,2,2022
55413,3,2022
55416,1,2022
55417,2,2022
55418,2,2022
55419,1,2022
55420,1,2022
55421,3,2022
55426,3,2022
55427,1,2022
55430,1,2022
55433,1,2022
55435,1,2022
55436,1,2022
55437,1,2022
55438,2,2022
55439,1,2022
55441,1,2022
55442,1,2022
55443,1,2022
55444,1,2022
55445,1,2022
55446,11,2022
55447,3,2022
55449,2,2022
55477,1,2022
55604,1,2022
55710,1,2022
55803,1,2022
55804,1,2022
55806,1,2022
55810,1,2022
55901,3,2022
55902,3,2022
55906,2,2022
55920,2,2022
55927,1,2022
55959,1,2022
55992,1,2022
56000,13,2022
56001,15,2022
56002,10,2022
56003,27,2022
56004,26,2022
56005,9,2022
56006,23,2022
56007,38,2022
56008,21,2022
56009,22,2022
56010,28,2022
56011,2,2022
56020,1,2022
56025,1,2022
56028,1,2022
56031,2,2022
56033,1,2022
56035,1,2022
56046,2,2022
56073,1,2022
56087,1,2022
56097,1,2022
56100,2,2022
56187,1,2022
56210,1,2022
56211,1,2022
56212,1,2022
56214,1,2022
56215,1,2022
56252,1,2022
56256,1,2022
56258,1,2022
56300,1,2022
56301,2,2022
56311,1,2022
56353,1,2022
56377,1,2022
56381,1,2022
56401,1,2022
56437,1,2022
56516,1,2022
56533,1,2022
56573,1,2022
56601,1,2022
57000,4,2022
57001,4,2022
57002,1,2022
57006,2,2022
57010,2,2022
57020,5,2022
57022,1,2022
57030,2,2022
57031,3,2022
57069,1,2022
57108,3,2022
57126,1,2022
57128,1,2022
57160,1,2022
57171,1,2022
57200,3,2022
57210,1,2022
57320,1,2022
57373,1,2022
57410,1,2022
57411,1,2022
57419,1,2022
57421,1,2022
57500,2,2022
57572,1,2022
57610,1,2022
57611,1,2022
57700,3,2022
57701,3,2022
57720,1,2022
57735,2,2022
57750,1,2022
57798,1,2022
57922,1,2022
57936,1,2022
57957,1,2022
57969,1,2022
58002,2,2022
58003,1,2022
58024,2,2022
58078,2,2022
58103,1,2022
58130,1,2022
58131,1,2022
58140,1,2022
58200,2,2022
58201,1,2022
58310,1,2022
58368,1,2022
58458,1,2022
58503,1,2022
58510,1,2022
58520,1,2022
58540,1,2022
58554,2,2022
58749,1,2022
58797,2,2022
58962,1,2022
59001,1,2022
59247,1,2022
59404,1,2022
59450,1,2022
59527,1,2022
59601,1,2022
59602,1,2022
59715,1,2022
59716,1,2022
59718,2,2022
59802,1,2022
59867,1,2022
59901,1,2022
60000,6,2022
60001,9,2022
60002,74,2022
60003,2,2022
60004,269,2022
60005,127,2022
60006,6,2022
60007,123,2022
60008,83,2022
60009,11,2022
60010,318,2022
60011,4,2022
60012,51,2022
60013,84,2022
60014,100,2022
60015,202,2022
60016,147,2022
60017,1,2022
60018,65,2022
60020,10,2022
60021,26,2022
60022,46,2022
60024,1,2022
60025,280,2022
60026,119,2022
60029,2,2022
60030,114,2022
60031,152,2022
60033,7,2022
60034,3,2022
60035,189,2022
60040,11,2022
60041,13,2022
60042,13,2022
60043,8,2022
60044,41,2022
60045,100,2022
60046,113,2022
60047,270,2022
60048,196,2022
60050,36,2022
60051,38,2022
60053,110,2022
60056,232,2022
60060,133,2022
60061,300,2022
60062,296,2022
60064,9,2022
60067,304,2022
60068,221,2022
60069,56,2022
60070,44,2022
60071,5,2022
60072,4,2022
60073,113,2022
60074,96,2022
60076,154,2022
60077,71,2022
60081,14,2022
60083,19,2022
60084,38,2022
60085,50,2022
60087,26,2022
60089,339,2022
60090,103,2022
60091,176,2022
60093,83,2022
60096,5,2022
60097,4,2022
60098,39,2022
60099,23,2022
60101,33,2022
60102,109,2022
60103,171,2022
60104,12,2022
60106,34,2022
60107,99,2022
60108,83,2022
60110,75,2022
60111,1,2022
60112,3,2022
60113,2,2022
60115,57,2022
60116,1,2022
60118,38,2022
60119,14,2022
60120,53,2022
60123,54,2022
60124,60,2022
60126,273,2022
60130,25,2022
60131,37,2022
60133,51,2022
60134,123,2022
60135,10,2022
60136,22,2022
60137,136,2022
60139,50,2022
60140,33,2022
60142,68,2022
60143,31,2022
60145,3,2022
60146,2,2022
60148,133,2022
60150,2,2022
60151,4,2022
60152,11,2022
60153,20,2022
60154,36,2022
60155,10,2022
60156,69,2022
60157,9,2022
60160,28,2022
60162,10,2022
60163,8,2022
60164,38,2022
60165,5,2022
60169,105,2022
60171,17,2022
60172,92,2022
60173,72,2022
60174,95,2022
60175,104,2022
60176,20,2022
60177,65,2022
60178,43,2022
60180,1,2022
60181,59,2022
60184,14,2022
60185,75,2022
60187,100,2022
60188,117,2022
60189,134,2022
60190,40,2022
60191,33,2022
