zipCode,population,year
17072,1,2022
17077,2,2022
17079,1,2022
17080,2,2022
17086,1,2022
17090,2,2022
17094,1,2022
17100,2,2022
17104,2,2022
17109,2,2022
17111,2,2022
17112,1,2022
17145,1,2022
17153,1,2022
17210,1,2022
17236,1,2022
17238,1,2022
17302,1,2022
17327,2,2022
17347,1,2022
17349,2,2022
17402,1,2022
17408,2,2022
17435,1,2022
17510,1,2022
17543,2,2022
17551,1,2022
17562,1,2022
17584,1,2022
17600,2,2022
17601,6,2022
17602,1,2022
17603,2,2022
17606,1,2022
17700,3,2022
17731,1,2022
17777,1,2022
17806,1,2022
17814,1,2022
17837,1,2022
17844,1,2022
17845,1,2022
17872,1,2022
17900,1,2022
17901,1,2022
18000,7,2022
18001,2,2022
18002,1,2022
18013,1,2022
18015,1,2022
18039,1,2022
18040,1,2022
18042,1,2022
18045,1,2022
18051,1,2022
18059,1,2022
18062,3,2022
18064,1,2022
18067,1,2022
18073,1,2022
18103,2,2022
18104,2,2022
18105,1,2022
18150,2,2022
18235,1,2022
18249,1,2022
18274,1,2022
18301,1,2022
18317,1,2022
18337,1,2022
18377,1,2022
18382,1,2022
18411,2,2022
18435,1,2022
18440,1,2022
18441,1,2022
18447,1,2022
18456,1,2022
18474,1,2022
18482,1,2022
18488,1,2022
18504,2,2022
18635,1,2022
18701,1,2022
18752,1,2022
18840,1,2022
18854,1,2022
18914,1,2022
18915,1,2022
18925,2,2022
18929,2,2022
18938,1,2022
18940,5,2022
18944,3,2022
18951,1,2022
18976,3,2022
19000,1,2022
19001,6,2022
19002,3,2022
19004,1,2022
19006,1,2022
19010,4,2022
19020,1,2022
19025,1,2022
19026,1,2022
19034,1,2022
19037,1,2022
19038,2,2022
19041,1,2022
19044,1,2022
19047,1,2022
19053,1,2022
19054,1,2022
19063,2,2022
19067,4,2022
19073,2,2022
19081,1,2022
19083,1,2022
19087,6,2022
19103,3,2022
19104,2,2022
19107,1,2022
19111,2,2022
19119,3,2022
19121,1,2022
19122,1,2022
19123,1,2022
19125,6,2022
19128,3,2022
19130,5,2022
19139,1,2022
19141,1,2022
19142,1,2022
19144,2,2022
19145,3,2022
19146,1,2022
19147,1,2022
19149,1,2022
19151,1,2022
19152,1,2022
19200,1,2022
19301,4,2022
19311,1,2022
19312,1,2022
19333,1,2022
19335,5,2022
19341,2,2022
19343,2,2022
19355,7,2022
19380,1,2022
19382,2,2022
19390,1,2022
19401,1,2022
19403,1,2022
19406,1,2022
19422,6,2022
19425,4,2022
19426,3,2022
19428,1,2022
19440,2,2022
19444,1,2022
19446,1,2022
19454,1,2022
19460,4,2022
19462,1,2022
19464,3,2022
19465,1,2022
19468,4,2022
19504,1,2022
19505,1,2022
19512,1,2022
19516,1,2022
19560,1,2022
19608,1,2022
19611,1,2022
19649,1,2022
19660,1,2022
19701,2,2022
19702,2,2022
19707,3,2022
19709,6,2022
19711,1,2022
19737,1,2022
19802,1,2022
19803,3,2022
19806,1,2022
19807,1,2022
19808,1,2022
19810,2,2022
19958,1,2022
19960,1,2022
19968,1,2022
19987,2,2022
19988,1,2022
20000,16,2022
20001,10,2022
20002,18,2022
20003,26,2022
20004,17,2022
20005,24,2022
20006,21,2022
20007,18,2022
20008,27,2022
20009,14,2022
20010,4,2022
20011,3,2022
20012,50,2022
20013,35,2022
20015,2,2022
20016,2,2022
20017,1,2022
20018,2,2022
20020,2,2022
20022,1,2022
20023,30,2022
20024,6,2022
20027,1,2022
20033,19,2022
20036,3,2022
20043,29,2022
20044,4,2022
20051,1,2022
20092,1,2022
20094,3,2022
20100,6,2022
20101,11,2022
20105,5,2022
20109,1,2022
20110,70,2022
20111,7,2022
20112,3,2022
20119,9,2022
20120,35,2022
20121,7,2022
20124,5,2022
20129,1,2022
20130,31,2022
20131,7,2022
20132,2,2022
20133,1,2022
20135,1,2022
20136,1,2022
20139,1,2022
20140,2,2022
20141,2,2022
20147,10,2022
20148,18,2022
20149,1,2022
20150,2,2022
20151,5,2022
20152,10,2022
20155,5,2022
20160,4,2022
20161,8,2022
20162,5,2022
20164,1,2022
20165,4,2022
20166,4,2022
20169,3,2022
20170,26,2022
20171,25,2022
20175,3,2022
20176,11,2022
20179,1,2022
20180,8,2022
20181,2,2022
20182,1,2022
20187,1,2022
20189,2,2022
20190,7,2022
20194,3,2022
20197,1,2022
20200,3,2022
20215,1,2022
20313,1,2022
20410,1,2022
20440,1,2022
20490,1,2022
20539,1,2022
20603,1,2022
20609,1,2022
20624,1,2022
20636,1,2022
20646,2,2022
20653,1,2022
20657,1,2022
20659,1,2022
20695,1,2022
20705,1,2022
20706,1,2022
20714,1,2022
20715,1,2022
20720,1,2022
20721,1,2022
20723,1,2022
20735,1,2022
20737,1,2022
20740,2,2022
20743,1,2022
20745,2,2022
20748,1,2022
20759,3,2022
20770,2,2022
20772,1,2022
20774,1,2022
20781,1,2022
20782,3,2022
20784,1,2022
20800,5,2022
20801,3,2022
20802,2,2022
20814,6,2022
20815,2,2022
20817,7,2022
20823,1,2022
20833,1,2022
20841,9,2022
20850,14,2022
20851,1,2022
20852,4,2022
20853,1,2022
20854,11,2022
20855,2,2022
20860,1,2022
20861,1,2022
20866,1,2022
20871,3,2022
20872,1,2022
20874,5,2022
20876,2,2022
20877,2,2022
20878,6,2022
20879,1,2022
20895,1,2022
20902,3,2022
20904,1,2022
20906,4,2022
20910,2,2022
20912,1,2022
21000,108,2022
21001,42,2022
21002,13,2022
21003,22,2022
21004,10,2022
21009,1,2022
21010,1,2022
21013,1,2022
21014,2,2022
21015,1,2022
21028,2,2022
21029,2,2022
21042,9,2022
21043,5,2022
21045,1,2022
21047,1,2022
21061,1,2022
21075,4,2022
21076,1,2022
21093,4,2022
21100,4,2022
21101,2,2022
21110,9,2022
21111,1,2022
21113,1,2022
21114,3,2022
21117,1,2022
21118,1,2022
21120,1,2022
21125,1,2022
21128,1,2022
21130,1,2022
21133,1,2022
21136,1,2022
21144,2,2022
21150,3,2022
21153,1,2022
21158,2,2022
21163,2,2022
21180,1,2022
21189,1,2022
21200,8,2022
21201,1,2022
21202,1,2022
21203,1,2022
21204,1,2022
21207,1,2022
21209,2,2022
21211,1,2022
21212,1,2022
21215,1,2022
21217,1,2022
21220,2,2022
21224,2,2022
21228,4,2022
21230,2,2022
21231,1,2022
21234,1,2022
21237,1,2022
21240,2,2022
21241,1,2022
21244,1,2022
21255,1,2022
21264,1,2022
21300,17,2022
21301,2,2022
21302,3,2022
21310,1,2022
21312,1,2022
21316,1,2022
21320,1,2022
21330,8,2022
21352,1,2022
21377,1,2022
21400,29,2022
21401,1,2022
21402,6,2022
21403,1,2022
21406,3,2022
21407,1,2022
21410,4,2022
21412,1,2022
21413,2,2022
21417,1,2022
21420,6,2022
21421,2,2022
21422,1,2022
21440,6,2022
21442,1,2022
21443,1,2022
21450,2,2022
21459,1,2022
21500,36,2022
21501,4,2022
21502,16,2022
21510,1,2022
21512,2,2022
21513,1,2022
21515,1,2022
21519,1,2022
21520,1,2022
21521,1,2022
21527,1,2022
21530,16,2022
21533,2,2022
21540,2,2022
21550,11,2022
21551,1,2022
21560,12,2022
21600,1,2022
21613,1,2022
21701,3,2022
21702,1,2022
21704,6,2022
21742,1,2022
21754,1,2022
21770,2,2022
21787,1,2022
21801,1,2022
21903,1,2022
21923,1,2022
21941,1,2022
21986,1,2022
22000,2,2022
22001,4,2022
22002,1,2022
22003,5,2022
22006,1,2022
22007,1,2022
22009,1,2022
22015,3,2022
22026,1,2022
22027,1,2022
22030,7,2022
22031,4,2022
22032,4,2022
22033,7,2022
22039,3,2022
22042,3,2022
22043,5,2022
22044,1,2022
22046,2,2022
22060,2,2022
22065,2,2022
22066,10,2022
22069,2,2022
22072,1,2022
22079,4,2022
22100,17,2022
22101,10,2022
22102,3,2022
22103,1,2022
22110,1,2022
22124,10,2022
22130,1,2022
22149,2,2022
22150,2,2022
22151,1,2022
22152,5,2022
22153,2,2022
22160,1,2022
22171,1,2022
22175,1,2022
22180,11,2022
22181,2,2022
22182,7,2022
22191,2,2022
22192,2,2022
22193,3,2022
22200,5,2022
22201,6,2022
22202,3,2022
22203,7,2022
22204,4,2022
22205,1,2022
22206,1,2022
22207,6,2022
22209,2,2022
22211,1,2022
22213,2,2022
22225,1,2022
22300,7,2022
22301,1,2022
22302,3,2022
22303,1,2022
22304,6,2022
22305,2,2022
22309,1,2022
22310,3,2022
22312,1,2022
22315,4,2022
22320,1,2022
22351,1,2022
22362,1,2022
22370,1,2022
22390,1,2022
22400,11,2022
22406,1,2022
22410,4,2022
22411,1,2022
22412,1,2022
22414,1,2022
22450,1,2022
22460,1,2022
22461,1,2022
22471,2,2022
22500,21,2022
22501,2,2022
22512,1,2022
22520,1,2022
22530,4,2022
22531,1,2022
22540,3,2022
22550,1,2022
22556,1,2022
22560,1,2022
22570,1,2022
22580,1,2022
22600,15,2022
22601,5,2022
22602,5,2022
22610,4,2022
22613,1,2022
22620,1,2022
22630,1,2022
22635,1,2022
22640,2,2022
22644,1,2022
22650,2,2022
22655,1,2022
22701,1,2022
22736,1,2022
22760,1,2022
22762,1,2022
22775,1,2022
22801,1,2022
22812,1,2022
22840,1,2022
22901,1,2022
22903,1,2022
22911,3,2022
22947,1,2022
22968,1,2022
22995,1,2022
23000,43,2022
23001,6,2022
23002,6,2022
23003,12,2022
23004,4,2022
23005,4,2022
23006,2,2022
23007,2,2022
23008,1,2022
23009,4,2022
23022,1,2022
23027,1,2022
23059,6,2022
23060,5,2022
23102,1,2022
23112,3,2022
23113,2,2022
23139,2,2022
23140,1,2022
23145,1,2022
23149,1,2022
23150,1,2022
23152,1,2022
23153,1,2022
23160,1,2022
23169,1,2022
23185,1,2022
23188,1,2022
23200,1,2022
23220,1,2022
23221,1,2022
23222,1,2022
23223,1,2022
23224,2,2022
23225,2,2022
23226,1,2022
23228,1,2022
23230,1,2022
23232,1,2022
23233,4,2022
23234,2,2022
23235,1,2022
23294,1,2022
23300,1,2022
23314,1,2022
23320,2,2022
23321,1,2022
23322,5,2022
23344,1,2022
23400,2,2022
23401,1,2022
23403,1,2022
23425,1,2022
23434,2,2022
23436,1,2022
23449,1,2022
23452,1,2022
23453,1,2022
23454,4,2022
23455,3,2022
23467,2,2022
23500,2,2022
23504,1,2022
23543,1,2022
23558,1,2022
23559,1,2022
23561,1,2022
23563,1,2022
23574,1,2022
23580,1,2022
23582,1,2022
23586,1,2022
23600,1,2022
23601,1,2022
23602,1,2022
23615,1,2022
23661,1,2022
23662,1,2022
23666,1,2022
23693,1,2022
23700,2,2022
23741,1,2022
23800,1,2022
23805,1,2022
23824,1,2022
23825,2,2022
23831,1,2022
23832,1,2022
23834,1,2022
23836,1,2022
23838,1,2022
23848,1,2022
23853,1,2022
23860,1,2022
23900,1,2022
23919,2,2022
23922,1,2022
23989,1,2022
24000,1,2022
24008,1,2022
24017,1,2022
24018,3,2022
24023,1,2022
24030,1,2022
24050,1,2022
24060,9,2022
24073,1,2022
24100,5,2022
24110,1,2022
24120,2,2022
24125,1,2022
24145,1,2022
24164,2,2022
24175,1,2022
24200,1,2022
24202,2,2022
24204,2,2022
24228,1,2022
24242,1,2022
24243,1,2022
24248,1,2022
24300,6,2022
24304,1,2022
24341,1,2022
24372,1,2022
24378,1,2022
24400,3,2022
24401,1,2022
24415,1,2022
24422,1,2022
24426,1,2022
24443,1,2022
24449,1,2022
24453,1,2022
24500,2,2022
24502,1,2022
24503,2,2022
24504,1,2022
24510,1,2022
24551,4,2022
24574,1,2022
24600,3,2022
24612,1,2022
24660,1,2022
24702,1,2022
24800,8,2022
24855,1,2022
24909,1,2022
24940,1,2022
24957,1,2022
24959,1,2022
25000,34,2022
25001,35,2022
25002,3,2022
25003,2,2022
25006,2,2022
25009,1,2022
25010,14,2022
25011,1,2022
25019,1,2022
25021,1,2022
25040,1,2022
25090,1,2022
25129,1,2022
25140,1,2022
25161,1,2022
25163,1,2022
25165,1,2022
25172,1,2022
25180,1,2022
25200,3,2022
25213,1,2022
25230,1,2022
25250,1,2022
25300,1,2022
25309,1,2022
25314,3,2022
25328,1,2022
25356,1,2022
25403,1,2022
25405,1,2022
25414,1,2022
25421,1,2022
25427,1,2022
25500,12,2022
25502,1,2022
25508,1,2022
25510,1,2022
25515,1,2022
25520,3,2022
25522,1,2022
25526,2,2022
25540,1,2022
25620,3,2022
25630,1,2022
25660,3,2022
25700,10,2022
25705,2,2022
25709,2,2022
25710,1,2022
25928,1,2022
25988,1,2022
26000,3,2022
26100,8,2022
26102,1,2022
26104,1,2022
26130,1,2022
26140,1,2022
26220,2,2022
26229,1,2022
26250,1,2022
26260,1,2022
26270,2,2022
26300,1,2022
26313,2,2022
26314,1,2022
26315,1,2022
26399,1,2022
26400,10,2022
26420,7,2022
26458,1,2022
26501,4,2022
26505,1,2022
26508,3,2022
26514,1,2022
26530,1,2022
26540,1,2022
26560,1,2022
26600,33,2022
26601,1,2022
26602,4,2022
26603,3,2022
26606,3,2022
26607,12,2022
26609,1,2022
26610,8,2022
26620,2,2022
26630,2,2022
26632,1,2022
26640,3,2022
26650,1,2022
26652,1,2022
26655,2,2022
26670,1,2022
26671,1,2022
26795,1,2022
26819,1,2022
26925,1,2022
27001,1,2022
27100,7,2022
27102,1,2022
27103,1,2022
27110,2,2022
27120,1,2022
27122,1,2022
27127,3,2022
27141,1,2022
27160,2,2022
27200,7,2022
27210,2,2022
27215,1,2022
27217,2,2022
27240,1,2022
27244,1,2022
27262,1,2022
27265,2,2022
27278,3,2022
27300,2,2022
27310,2,2022
27312,2,2022
27332,1,2022
27350,2,2022
27352,1,2022
27360,1,2022
27406,1,2022
27410,2,2022
27430,2,2022
27455,1,2022
27502,4,2022
27510,1,2022
27511,2,2022
27513,5,2022
27514,4,2022
27516,4,2022
27517,5,2022
27519,19,2022
27523,5,2022
27527,2,2022
27529,3,2022
27539,3,2022
27540,1,2022
27560,10,2022
27572,1,2022
27587,3,2022
27591,1,2022
27600,1,2022
27601,1,2022
27605,2,2022
27606,1,2022
27607,1,2022
27609,2,2022
27610,1,2022
27612,3,2022
27613,1,2022
27614,2,2022
27615,1,2022
27616,1,2022
27617,2,2022
27621,1,2022
27640,1,2022
27660,1,2022
27670,1,2022
27680,2,2022
27682,1,2022
27703,1,2022
27704,1,2022
27705,3,2022
27707,2,2022
27712,1,2022
27713,2,2022
27760,2,2022
27802,1,2022
27826,1,2022
27837,1,2022
27896,1,2022
28002,1,2022
28003,1,2022
28005,1,2022
28006,1,2022
28007,1,2022
28010,1,2022
28016,2,2022
28023,1,2022
28027,3,2022
28031,2,2022
28033,1,2022
28034,2,2022
28036,2,2022
28046,1,2022
28055,1,2022
28056,1,2022
28075,2,2022
28078,8,2022
28079,1,2022
28100,2,2022
28105,4,2022
28109,2,2022
28117,2,2022
28120,2,2022
28124,1,2022
28134,1,2022
28144,1,2022
28154,1,2022
28169,1,2022
28173,2,2022
28200,6,2022
28201,1,2022
28203,1,2022
28208,1,2022
28209,1,2022
28211,1,2022
28213,1,2022
28214,1,2022
28215,2,2022
28216,1,2022
28220,1,2022
28222,2,2022
28223,4,2022
28226,3,2022
28227,4,2022
28262,2,2022
28269,4,2022
28273,2,2022
28277,8,2022
28278,1,2022
28305,1,2022
28306,3,2022
28314,1,2022
28315,1,2022
28320,1,2022
28356,1,2022
28370,1,2022
28371,1,2022
28374,1,2022
28377,1,2022
28400,2,2022
28405,1,2022
28443,3,2022
28445,1,2022
28449,1,2022
28451,2,2022
28453,1,2022
28460,1,2022
28468,1,2022
28516,1,2022
28539,2,2022
28546,1,2022
28601,3,2022
28660,2,2022
28690,1,2022
28701,1,2022
28704,1,2022
28712,1,2022
28729,1,2022
28734,1,2022
28750,1,2022
28760,1,2022
28785,1,2022
28803,1,2022
28805,1,2022
28905,1,2022
28919,1,2022
29000,1,2022
29020,1,2022
29028,1,2022
29040,1,2022
29063,1,2022
29072,3,2022
29135,1,2022
29169,1,2022
29170,2,2022
29205,1,2022
29223,1,2022
29301,1,2022
29316,2,2022
29334,1,2022
29341,1,2022
29405,1,2022
29414,1,2022
29420,1,2022
29432,1,2022
29464,3,2022
29466,2,2022
29501,1,2022
29505,1,2022
29526,1,2022
29541,1,2022
29550,1,2022
29566,1,2022
29571,1,2022
29588,1,2022
29601,1,2022
29605,1,2022
29609,1,2022
29615,2,2022
29625,1,2022
29630,1,2022
29642,1,2022
29649,1,2022
29651,1,2022
29654,1,2022
29657,1,2022
29681,1,2022
29690,1,2022
29707,1,2022
29708,1,2022
29732,2,2022
29809,1,2022
29910,2,2022
29928,1,2022
30000,9,2022
30001,2,2022
30002,1,2022
30004,13,2022
30005,17,2022
30007,6,2022
30008,1,2022
30009,4,2022
30010,3,2022
30011,2,2022
30012,3,2022
30013,2,2022
30014,1,2022
30015,1,2022
30016,3,2022
30017,2,2022
30019,8,2022
30020,4,2022
30021,2,2022
30022,14,2022
30024,19,2022
30025,2,2022
30027,1,2022
30028,3,2022
30030,7,2022
30032,1,2022
30033,3,2022
30034,1,2022
30035,3,2022
30038,11,2022
30039,1,2022
30040,8,2022
30041,5,2022
30043,2,2022
30044,3,2022
30045,5,2022
30046,1,2022
30047,3,2022
30052,3,2022
30053,1,2022
30062,10,2022
30063,2,2022
30064,1,2022
30067,4,2022
30068,5,2022
30069,1,2022
30070,1,2022
30071,1,2022
30072,3,2022
30075,4,2022
30076,5,2022
30078,2,2022
30082,2,2022
30083,2,2022
30084,2,2022
30087,1,2022
30092,2,2022
30094,1,2022
30096,2,2022
30097,24,2022
30098,1,2022
30101,4,2022
30102,3,2022
30108,1,2022
30112,1,2022
30114,1,2022
30115,2,2022
30123,1,2022
30126,2,2022
30127,1,2022
30128,1,2022
30130,2,2022
30134,1,2022
30144,2,2022
30147,1,2022
30152,4,2022
30163,1,2022
30180,1,2022
30188,1,2022
30189,1,2022
30200,1,2022
30201,6,2022
30202,8,2022
30205,3,2022
30215,4,2022
30223,2,2022
30228,1,2022
30238,1,2022
30244,1,2022
30263,2,2022
30265,1,2022
30269,4,2022
30274,1,2022
30276,1,2022
30281,1,2022
30303,1,2022
30305,2,2022
30307,1,2022
30308,1,2022
30309,2,2022
30310,2,2022
30318,3,2022
30319,3,2022
30324,1,2022
30326,1,2022
30327,3,2022
30328,2,2022
30338,4,2022
30339,1,2022
30340,3,2022
30341,1,2022
30342,2,2022
30344,1,2022
30345,2,2022
30349,1,2022
30350,1,2022
30360,1,2022
30363,1,2022
30373,1,2022
30431,1,2022
30461,2,2022
30506,1,2022
30518,3,2022
30519,4,2022
30521,1,2022
30548,1,2022
30549,2,2022
30573,1,2022
30580,1,2022
30601,2,2022
30607,1,2022
30630,1,2022
30666,1,2022
30736,1,2022
30800,1,2022
30809,1,2022
30841,1,2022
30904,1,2022
30909,1,2022
31000,117,2022
31001,55,2022
31002,15,2022
31003,10,2022
31005,14,2022
31006,1,2022
31012,1,2022
31014,1,2022
31017,1,2022
31020,1,2022
31022,1,2022
31065,1,2022
31066,1,2022
31078,2,2022
31088,3,2022
31100,1,2022
31110,8,2022
31111,1,2022
31112,6,2022
31120,16,2022
31121,2,2022
31122,1,2022
31124,1,2022
31125,3,2022
31130,4,2022
31140,6,2022
31149,1,2022
31150,1,2022
31160,2,2022
31161,1,2022
31164,1,2022
31168,1,2022
31170,1,2022
31177,1,2022
31180,3,2022
31181,1,2022
31190,1,2022
31200,16,2022
31203,3,2022
31207,1,2022
31212,1,2022
31217,1,2022
31221,1,2022
31230,5,2022
31235,1,2022
31236,1,2022
31240,3,2022
31250,2,2022
31261,1,2022
31300,15,2022
31310,1,2022
31311,3,2022
31320,1,2022
31324,2,2022
31330,3,2022
31400,8,2022
31405,1,2022
31410,5,2022
31411,2,2022
31419,1,2022
31420,3,2022
31430,8,2022
31440,10,2022
31450,3,2022
31451,1,2022
31500,34,2022
31501,7,2022
31502,2,2022
31503,2,2022
31504,11,2022
31510,10,2022
31519,1,2022
31520,3,2022
31522,1,2022
31523,1,2022
31530,9,2022
31531,1,2022
31532,2,2022
31540,9,2022
31547,1,2022
31550,5,2022
31560,2,2022
31570,3,2022
31580,4,2022
31581,1,2022
31600,4,2022
31602,2,2022
31700,2,2022
31730,2,2022
31740,1,2022
31750,3,2022
31760,3,2022
31770,1,2022
31792,1,2022
31800,11,2022
31802,2,2022
31805,1,2022
31809,1,2022
31909,1,2022
31911,2,2022
31913,1,2022
31952,1,2022
31982,1,2022
32000,1,2022
32001,1,2022
32002,1,2022
32003,2,2022
32006,1,2022
32034,2,2022
32038,1,2022
32040,1,2022
32046,1,2022
32050,1,2022
32051,1,2022
32052,1,2022
32063,1,2022
32066,1,2022
32073,1,2022
32081,3,2022
32082,3,2022
32086,1,2022
32087,1,2022
32088,1,2022
32092,4,2022
32100,6,2022
32110,1,2022
32111,1,2022
32118,1,2022
32120,1,2022
32124,1,2022
32130,5,2022
32168,1,2022
32174,2,2022
32176,1,2022
32177,1,2022
32200,10,2022
32204,1,2022
32206,1,2022
32210,6,2022
32216,2,2022
32218,2,2022
32220,1,2022
32221,1,2022
32223,1,2022
32224,3,2022
32225,2,2022
32226,1,2022
32236,1,2022
32244,1,2022
32246,1,2022
32250,1,2022
32256,5,2022
32257,1,2022
32258,1,2022
32259,2,2022
32300,5,2022
32301,1,2022
32303,1,2022
32308,1,2022
32309,1,2022
32311,1,2022
32312,2,2022
32340,1,2022
32350,1,2022
32360,1,2022
32380,1,2022
32390,1,2022
32400,10,2022
32401,1,2022
32409,1,2022
32410,3,2022
32413,1,2022
32421,1,2022
32424,1,2022
32433,1,2022
32434,1,2022
32440,2,2022
32443,1,2022
32449,1,2022
32460,2,2022
32461,1,2022
32463,1,2022
32500,25,2022
32501,3,2022
32502,1,2022
32503,1,2022
32505,1,2022
32506,3,2022
32507,1,2022
32509,1,2022
32510,6,2022
32514,1,2022
32520,14,2022
32526,1,2022
32540,5,2022
32542,1,2022
32545,1,2022
32547,2,2022
32559,1,2022
32560,8,2022
32563,1,2022
32571,1,2022
32580,5,2022
32589,1,2022
32600,1,2022
32601,1,2022
32605,1,2022
32607,2,2022
32608,3,2022
32611,1,2022
32613,1,2022
32615,1,2022
32617,2,2022
32631,1,2022
32633,2,2022
32636,2,2022
32637,1,2022
32641,3,2022
32643,1,2022
32652,1,2022
32669,1,2022
32690,1,2022
32703,2,2022
32707,2,2022
32712,2,2022
32714,1,2022
32746,1,2022
32750,1,2022
32751,1,2022
32765,4,2022
32766,1,2022
32771,9,2022
32773,1,2022
32779,2,2022
32780,1,2022
32789,3,2022
32792,1,2022
32801,1,2022
32806,1,2022
32810,1,2022
32812,1,2022
32819,4,2022
32820,1,2022
32827,2,2022
32828,1,2022
32832,2,2022
32835,1,2022
32836,3,2022
32837,1,2022
32900,1,2022
32904,1,2022
32907,1,2022
32908,1,2022
32926,1,2022
32931,1,2022
32940,3,2022
32942,1,2022
32951,1,2022
32952,1,2022
32953,1,2022
32958,1,2022
33000,20,2022
33001,1,2022
33002,3,2022
33003,8,2022
33004,4,2022
33005,1,2022
33006,1,2022
33007,1,2022
33008,1,2022
33010,7,2022
33012,1,2022
33015,1,2022
33019,3,2022
33020,1,2022
33024,2,2022
33026,1,2022
33027,3,2022
33028,1,2022
33029,2,2022
33040,1,2022
33044,1,2022
33052,2,2022
33060,2,2022
33063,1,2022
33065,1,2022
33067,3,2022
33071,1,2022
33073,2,2022
33074,1,2022
33076,3,2022
33077,1,2022
33080,1,2022
33084,1,2022
33110,3,2022
33130,1,2022
33132,2,2022
33133,2,2022
33134,1,2022
33137,2,2022
33138,1,2022
33139,1,2022
33140,1,2022
33141,1,2022
33146,1,2022
33149,2,2022
33154,1,2022
33155,1,2022
33156,5,2022
33157,1,2022
33158,1,2022
33160,1,2022
33161,1,2022
33170,2,2022
33172,1,2022
33173,1,2022
33175,1,2022
33176,1,2022
33178,5,2022
33179,1,2022
33180,1,2022
33185,1,2022
33186,1,2022
33187,1,2022
33189,2,2022
33193,1,2022
33196,2,2022
33200,4,2022
33240,1,2022
33300,3,2022
33301,2,2022
33304,1,2022
33305,1,2022
33312,1,2022
33317,1,2022
33321,1,2022
33323,1,2022
33326,2,2022
33327,4,2022
33328,2,2022
33330,1,2022
33331,3,2022
33351,1,2022
33360,2,2022
33400,2,2022
33401,1,2022
33404,2,2022
33410,1,2022
33411,4,2022
33412,1,2022
33417,1,2022
33418,3,2022
33428,1,2022
33431,1,2022
33432,1,2022
33433,5,2022
33434,2,2022
33436,2,2022
33437,1,2022
33446,2,2022
33458,2,2022
33460,1,2022
33463,2,2022
33469,1,2022
33473,1,2022
33483,2,2022
33486,1,2022
33498,1,2022
33500,2,2022
33541,1,2022
33543,1,2022
33544,1,2022
33547,2,2022
33558,2,2022
33569,1,2022
33570,2,2022
33572,1,2022
33578,1,2022
33579,2,2022
33596,1,2022
33600,1,2022
33606,1,2022
33607,1,2022
33611,1,2022
33615,1,2022
33617,3,2022
33618,2,2022
33624,1,2022
33625,1,2022
33626,2,2022
33630,1,2022
33640,1,2022
33647,11,2022
33700,2,2022
33701,1,2022
33710,2,2022
33711,1,2022
33713,1,2022
33716,3,2022
33720,1,2022
33759,1,2022
33770,1,2022
33776,1,2022
33800,2,2022
33811,1,2022
33812,1,2022
33837,2,2022
33844,1,2022
33881,1,2022
33896,2,2022
33908,1,2022
33913,1,2022
33916,1,2022
33917,1,2022
33919,1,2022
33920,1,2022
33928,1,2022
33960,1,2022
33966,2,2022
34000,1,2022
34008,1,2022
34010,1,2022
34049,1,2022
34050,1,2022
34069,1,2022
34075,1,2022
34077,3,2022
34100,5,2022
34105,1,2022
34108,2,2022
34109,1,2022
34118,1,2022
34119,1,2022
34120,1,2022
34125,2,2022
34127,2,2022
34135,1,2022
34150,1,2022
34151,1,2022
34156,1,2022
34157,1,2022
34190,1,2022
34200,4,2022
34203,2,2022
34205,1,2022
34209,2,2022
34211,3,2022
34221,1,2022
34228,1,2022
34231,1,2022
34237,1,2022
34240,2,2022
34241,1,2022
34243,3,2022
34275,1,2022
34280,1,2022
34293,1,2022
34300,1,2022
34310,1,2022
34340,1,2022
34345,1,2022
34425,1,2022
34451,1,2022
34455,1,2022
34457,1,2022
34461,1,2022
34490,1,2022
34494,1,2022
34516,1,2022
34535,1,2022
34581,1,2022
34621,2,2022
34638,1,2022
34668,1,2022
34674,1,2022
34684,3,2022
34685,3,2022
34695,1,2022
34700,1,2022
34711,3,2022
34716,1,2022
34728,1,2022
34734,1,2022
34737,1,2022
34741,1,2022
34742,1,2022
34743,1,2022
34746,3,2022
34747,2,2022
34758,3,2022
34759,1,2022
34774,1,2022
34776,1,2022
34782,1,2022
34786,3,2022
34787,3,2022
34799,1,2022
34800,2,2022
34852,1,2022
34888,1,2022
34912,1,2022
34940,2,2022
34953,1,2022
34983,1,2022
34986,1,2022
35000,30,2022
35002,2,2022
35007,1,2022
35008,1,2022
35010,6,2022
35022,1,2022
35023,2,2022
35040,1,2022
35043,1,2022
35050,2,2022
35068,1,2022
35101,1,2022
35110,1,2022
35116,1,2022
35121,1,2022
35124,3,2022
35133,1,2022
35173,3,2022
35180,1,2022
35209,1,2022
35210,2,2022
35213,1,2022
35230,1,2022
35242,3,2022
35244,1,2022
35245,1,2022
35300,1,2022
35310,2,2022
35330,1,2022
35390,1,2022
35404,1,2022
35405,1,2022
35430,1,2022
35460,1,2022
35540,1,2022
35590,1,2022
35600,1,2022
35611,1,2022
35613,1,2022
35653,1,2022
35757,1,2022
35758,1,2022
35769,1,2022
35802,2,2022
35803,3,2022
35824,1,2022
35942,1,2022
36000,5,2022
36056,1,2022
36088,1,2022
36100,13,2022
36101,3,2022
36102,2,2022
36110,1,2022
36117,2,2022
36200,5,2022
36203,1,2022
36210,1,2022
36230,1,2022
36300,1,2022
36330,1,2022
